import time: self [us] | cumulative | imported package
import time:       661 |        661 |                               pyarrow.ipc
import time:       989 |        989 |                               pyarrow.types
import time:      1459 |      32989 |                             pyarrow
import time:       838 |      33826 |                           pandas.compat.pyarrow
import time:      1071 |      39113 |                         pandas.compat
import time:      1760 |       1760 |                                     numpy.random._common
import time:       690 |        690 |                                       hmac
import time:       648 |       1337 |                                     secrets
import time:      2182 |       5278 |                                   numpy.random.bit_generator
import time:      2221 |       7499 |                                 numpy.random._bounded_integers
import time:      1595 |       1595 |                                     numpy.random._pcg64
import time:      2604 |       4199 |                                   numpy.random._generator
import time:      1633 |       1633 |                                   numpy.random._mt19937
import time:      1655 |       1655 |                                   numpy.random._philox
import time:      1392 |       1392 |                                   numpy.random._sfc64
import time:      2541 |       2541 |                                   numpy.random.mtrand
import time:       559 |      11975 |                                 numpy.random._pickle
import time:       908 |      20381 |                               numpy.random
import time:      2809 |      23189 |                             pandas._typing
import time:       592 |        592 |                             pandas.util._exceptions
import time:      1370 |      25150 |                           pandas._config.config
import time:       685 |        685 |                           pandas._config.dates
import time:       487 |        487 |                           pandas._config.display
import time:       921 |      27242 |                         pandas._config
import time:      1061 |       1061 |                           pandas.core
import time:      1831 |       1831 |                                 pandas._libs.pandas_parser
import time:      1561 |       1561 |                                 pandas._libs.pandas_datetime
import time:      1846 |       1846 |                                               pandas._libs._cyutility
import time:      1729 |       3575 |                                             pandas._libs.tslibs.ccalendar
import time:      1695 |       1695 |                                             pandas._libs.tslibs.np_datetime
import time:      2750 |       8019 |                                           pandas._libs.tslibs.dtypes
import time:      1761 |       1761 |                                             pandas._libs.tslibs.base
import time:      2702 |       2702 |                                                 pandas._libs.tslibs.nattype
import time:       983 |        983 |                                                       zoneinfo._tzpath
import time:       740 |        740 |                                                       zoneinfo._common
import time:       230 |        230 |                                                       _zoneinfo
import time:      1010 |       2962 |                                                     zoneinfo
import time:       690 |        690 |                                                     zoneinfo._zoneinfo
import time:       613 |        613 |                                                     pandas.compat._optional
import time:      2044 |       6307 |                                                   pandas._libs.tslibs.timezones
import time:      1623 |       1623 |                                                     pandas._libs.properties
import time:       728 |       2351 |                                                   pandas.util._decorators
import time:      1267 |       1267 |                                                     _strptime
import time:       527 |        527 |                                                     pandas._config.localization
import time:      1740 |       3533 |                                                   pandas._libs.tslibs.fields
import time:      2371 |      14561 |                                                 pandas._libs.tslibs.timedeltas
import time:      1712 |       1712 |                                                 pandas._libs.tslibs.tzconversion
import time:      2349 |      21323 |                                               pandas._libs.tslibs.timestamps
import time:       456 |        456 |                                               dateutil.easter
import time:      2942 |      24719 |                                             pandas._libs.tslibs.offsets
import time:      2042 |       2042 |                                               pandas._libs.tslibs.strptime
import time:      2081 |       4122 |                                             pandas._libs.tslibs.parsing
import time:      1859 |      32459 |                                           pandas._libs.tslibs.conversion
import time:      2261 |       2261 |                                           pandas._libs.tslibs.period
import time:      2145 |       2145 |                                           pandas._libs.tslibs.vectorized
import time:       952 |      45834 |                                         pandas._libs.tslibs
import time:        21 |      45854 |                                       pandas._libs.tslibs.nattype
import time:      1683 |       1683 |                                       pandas._libs.ops_dispatch
import time:      1779 |      49315 |                                     pandas._libs.missing
import time:      2562 |      51876 |                                   pandas._libs.hashtable
import time:      2482 |       2482 |                                   pandas._libs.algos
import time:      2495 |      56852 |                                 pandas._libs.interval
import time:       942 |      61184 |                               pandas._libs
import time:        19 |      61202 |                             pandas._libs.tslibs
import time:      1494 |      62696 |                           pandas.errors
import time:      1406 |      65161 |                         pandas.core.config_init
import time:       976 |        976 |                             pandas.core.dtypes
import time:      2171 |       2171 |                             pandas._libs.lib
import time:       721 |        721 |                               pandas.core.dtypes.generic
import time:       821 |       1541 |                             pandas.core.dtypes.base
import time:       633 |        633 |                             pandas.core.dtypes.inference
import time:      1854 |       7173 |                           pandas.core.dtypes.dtypes
import time:       762 |        762 |                             pandas.core.dtypes.common
import time:       641 |       1403 |                           pandas.core.dtypes.missing
import time:      1069 |       1069 |                                 pandas.io
import time:      1223 |       2291 |                               pandas.io._util
import time:       849 |       3139 |                             pandas.core.dtypes.cast
import time:       509 |        509 |                               pandas.core.dtypes.astype
import time:       615 |       1124 |                             pandas.core.dtypes.concat
import time:       859 |        859 |                               pandas.core.array_algos
import time:       601 |        601 |                                   pandas.core.col
import time:       720 |       1320 |                                 pandas.core.common
import time:      3489 |       4809 |                               pandas.core.construction
import time:       962 |       6628 |                             pandas.core.array_algos.take
import time:       895 |        895 |                               pandas.core.indexers.utils
import time:       974 |       1869 |                             pandas.core.indexers
import time:       737 |      13494 |                           pandas.core.algorithms
import time:      5726 |       5726 |                                   pyarrow._compute
import time:       547 |        547 |                                   pyarrow._compute_docstrings
import time:       903 |        903 |                                   pyarrow.vendored
import time:      1064 |       1064 |                                       pkgutil
import time:      1101 |       1101 |                                         _pyrepl
import time:      1026 |       2127 |                                       _pyrepl.pager
import time:      1626 |       4817 |                                     pydoc
import time:      1901 |       6717 |                                   pyarrow.vendored.docscrape
import time:     22200 |      36092 |                                 pyarrow.compute
import time:       916 |      37007 |                               pandas.core.arrays.arrow.accessors
import time:       720 |        720 |                                 pandas.core.missing
import time:      1776 |       1776 |                                     pandas._libs.ops
import time:       526 |        526 |                                     pandas.core.roperator
import time:       975 |        975 |                                     pandas.core.computation
import time:       533 |        533 |                                       pandas.core.computation.check
import time:       837 |       1369 |                                     pandas.core.computation.expressions
import time:       449 |        449 |                                     pandas.core.ops.missing
import time:       462 |        462 |                                     pandas.core.ops.dispatch
import time:       486 |        486 |                                     pandas.core.ops.invalid
import time:       972 |       7011 |                                   pandas.core.ops.array_ops
import time:       576 |        576 |                                   pandas.core.ops.common
import time:       589 |        589 |                                   pandas.core.ops.docstrings
import time:       464 |        464 |                                   pandas.core.ops.mask_ops
import time:      1003 |       9640 |                                 pandas.core.ops
import time:       636 |        636 |                                 pandas.core.arraylike
import time:       560 |        560 |                                 pandas.core.arrays._arrow_string_mixins
import time:       416 |        416 |                                 pandas.core.arrays._utils
import time:       490 |        490 |                                     pandas.util._validators
import time:      1118 |       1608 |                                   pandas.compat.numpy.function
import time:       513 |        513 |                                   pandas.core.array_algos.quantile
import time:       586 |        586 |                                   pandas.core.sorting
import time:       907 |       3611 |                                 pandas.core.arrays.base
import time:      1305 |       1305 |                                   pandas.core.nanops
import time:       552 |        552 |                                   pandas.core.array_algos.masked_accumulations
import time:       655 |        655 |                                   pandas.core.array_algos.masked_reductions
import time:       514 |        514 |                                   pandas.core.array_algos.transforms
import time:       767 |        767 |                                     pandas.core.util
import time:      1465 |       1465 |                                     pandas._libs.hashing
import time:       868 |       3099 |                                   pandas.core.util.hashing
import time:      1176 |       7298 |                                 pandas.core.arrays.masked
import time:      1593 |       1593 |                                   pandas._libs.arrays
import time:       795 |        795 |                                     pandas.core.arrays.numeric
import time:       661 |       1455 |                                   pandas.core.arrays.floating
import time:       676 |        676 |                                   pandas.core.arrays.integer
import time:       660 |        660 |                                     pandas.core.arrays._mixins
import time:       797 |        797 |                                       pandas.core.strings
import time:       902 |       1698 |                                     pandas.core.strings.object_array
import time:       758 |       3115 |                                   pandas.core.arrays.numpy_
import time:       732 |        732 |                                   pandas.io.formats
import time:       775 |        775 |                                     pandas.io.formats.console
import time:      1212 |       1986 |                                   pandas.io.formats.printing
import time:       808 |      10362 |                                 pandas.core.arrays.string_
import time:       797 |        797 |                                   pandas.tseries
import time:       973 |       1769 |                                 pandas.tseries.frequencies
import time:      1743 |      36751 |                               pandas.core.arrays.arrow.array
import time:      1043 |      74800 |                             pandas.core.arrays.arrow
import time:       624 |        624 |                             pandas.core.arrays.boolean
import time:        69 |         69 |                                 _csv
import time:       964 |       1033 |                               csv
import time:       589 |        589 |                               pandas.core.accessor
import time:       728 |        728 |                               pandas.core.base
import time:      1063 |       3412 |                             pandas.core.arrays.categorical
import time:      1737 |       1737 |                               pandas._libs.tslib
import time:       844 |        844 |                                 pandas.core.array_algos.datetimelike_accumulations
import time:      1173 |       2016 |                               pandas.core.arrays.datetimelike
import time:       453 |        453 |                               pandas.core.arrays._ranges
import time:       486 |        486 |                               pandas.tseries.offsets
import time:      1186 |       5876 |                             pandas.core.arrays.datetimes
import time:       868 |        868 |                               pandas.core.arrays.timedeltas
import time:      1114 |       1982 |                             pandas.core.arrays.interval
import time:       895 |        895 |                             pandas.core.arrays.period
import time:      1970 |       1970 |                                   pandas._libs.sparse
import time:       904 |       2873 |                                 pandas.core.arrays.sparse.array
import time:      1025 |       3897 |                               pandas.core.arrays.sparse.accessor
import time:       912 |       4809 |                             pandas.core.arrays.sparse
import time:       806 |        806 |                             pandas.core.arrays.string_arrow
import time:       954 |      94155 |                           pandas.core.arrays
import time:       501 |        501 |                           pandas.core.flags
import time:      1730 |       1730 |                                 pandas._libs.internals
import time:       845 |        845 |                                   pandas.core._numba
import time:       574 |        574 |                                   pandas.core.util.numba_
import time:      1017 |       2435 |                                 pandas.core._numba.executor
import time:      1106 |       5270 |                               pandas.core.apply
import time:       747 |        747 |                                 pandas.errors.cow
import time:      1649 |       1649 |                                     pandas._libs.indexing
import time:       969 |        969 |                                       pandas.core.indexes
import time:      2429 |       2429 |                                         pandas._libs.index
import time:      2063 |       2063 |                                         pandas._libs.writers
import time:      4399 |       4399 |                                         pandas._libs.join
import time:       813 |        813 |                                         pandas.core.array_algos.putmask
import time:       577 |        577 |                                         pandas.core.indexes.frozen
import time:      1191 |       1191 |                                         pandas.core.strings.accessor
import time:      4491 |      15959 |                                       pandas.core.indexes.base
import time:       602 |        602 |                                         pandas.core.indexes.extension
import time:      1024 |       1626 |                                       pandas.core.indexes.category
import time:       961 |        961 |                                           pandas.core.indexes.range
import time:      1222 |       1222 |                                             pandas.core.tools
import time:       891 |       2112 |                                           pandas.core.tools.timedeltas
import time:       846 |       3918 |                                         pandas.core.indexes.datetimelike
import time:       438 |        438 |                                         pandas.core.tools.times
import time:      1199 |       5554 |                                       pandas.core.indexes.datetimes
import time:      1377 |       1377 |                                         pandas.core.indexes.multi
import time:       783 |        783 |                                         pandas.core.indexes.timedeltas
import time:      1135 |       3294 |                                       pandas.core.indexes.interval
import time:      1003 |       1003 |                                       pandas.core.indexes.period
import time:       934 |      29337 |                                     pandas.core.indexes.api
import time:      1389 |      32374 |                                   pandas.core.indexing
import time:       622 |        622 |                                   pandas.core.sample
import time:       589 |        589 |                                   pandas.core.array_algos.replace
import time:      1235 |       1235 |                                       pandas.core.internals.blocks
import time:       926 |       2161 |                                     pandas.core.internals.api
import time:      1159 |       1159 |                                         pandas.core.internals.ops
import time:      1139 |       2297 |                                       pandas.core.internals.managers
import time:       631 |       2928 |                                     pandas.core.internals.concat
import time:       840 |       5927 |                                   pandas.core.internals
import time:       961 |        961 |                                     pandas.core.methods
import time:       960 |        960 |                                       pandas.core.reshape
import time:       896 |       1856 |                                     pandas.core.reshape.concat
import time:        79 |         79 |                                         mmap
import time:      1795 |       1795 |                                         tarfile
import time:      1808 |       3680 |                                       pandas.io.common
import time:      1086 |       4766 |                                     pandas.io.formats.format
import time:      1044 |       8626 |                                   pandas.core.methods.describe
import time:       596 |        596 |                                   pandas.core.shared_docs
import time:      1063 |       1063 |                                         pandas._libs.window
import time:      2410 |       3473 |                                       pandas._libs.window.aggregations
import time:      1778 |       1778 |                                         pandas._libs.window.indexers
import time:       732 |       2510 |                                       pandas.core.indexers.objects
import time:       530 |        530 |                                       pandas.core.window.common
import time:       527 |        527 |                                       pandas.core.window.numba_
import time:       537 |        537 |                                       pandas.core.window.online
import time:      1155 |       1155 |                                       pandas.core.window.rolling
import time:      1109 |       9837 |                                     pandas.core.window.ewm
import time:       834 |        834 |                                     pandas.core.window.expanding
import time:       865 |      11536 |                                   pandas.core.window
import time:      1940 |      62206 |                                 pandas.core.generic
import time:       688 |        688 |                                 pandas.core.internals.construction
import time:       734 |        734 |                                 pandas.core.methods.selectn
import time:       471 |        471 |                                   pandas.core.tools.numeric
import time:       592 |       1063 |                                 pandas.core.reshape.melt
import time:      1979 |       1979 |                                   pandas._libs.reshape
import time:      1208 |       1208 |                                   pandas.core.indexes.accessors
import time:       862 |        862 |                                     pandas.arrays
import time:      1044 |       1906 |                                   pandas.core.tools.datetimes
import time:      1067 |       1067 |                                   pandas.io.formats.info
import time:       935 |        935 |                                     pandas.plotting._core
import time:       590 |        590 |                                     pandas.plotting._misc
import time:       888 |       2412 |                                   pandas.plotting
import time:      3064 |      11633 |                                 pandas.core.series
import time:      6032 |      83100 |                               pandas.core.frame
import time:      1277 |       1277 |                               pandas.core.groupby.base
import time:      2038 |       2038 |                                 pandas._libs.groupby
import time:       500 |        500 |                                 pandas.core.groupby.numba_
import time:       444 |        444 |                                     pandas.core.groupby.categorical
import time:       849 |       1293 |                                   pandas.core.groupby.grouper
import time:       888 |       2181 |                                 pandas.core.groupby.ops
import time:       565 |        565 |                                 pandas.core.groupby.indexing
import time:      1288 |       6570 |                               pandas.core.groupby.groupby
import time:      1841 |      98055 |                             pandas.core.groupby.generic
import time:       772 |      98827 |                           pandas.core.groupby
import time:       669 |     216218 |                         pandas.core.api
import time:       551 |        551 |                         pandas.tseries.api
import time:       507 |        507 |                                 pandas.core.computation.common
import time:       537 |       1043 |                               pandas.core.computation.align
import time:       705 |        705 |                                 pandas.core.computation.scope
import time:       735 |       1439 |                               pandas.core.computation.ops
import time:       580 |       3062 |                             pandas.core.computation.engines
import time:       592 |        592 |                               pandas.core.computation.parsing
import time:      1553 |       2144 |                             pandas.core.computation.expr
import time:       605 |       5810 |                           pandas.core.computation.eval
import time:       490 |       6300 |                         pandas.core.computation.api
import time:       529 |        529 |                           pandas.core.reshape.encoding
import time:      1077 |       1077 |                           pandas.core.reshape.merge
import time:       533 |        533 |                           pandas.core.reshape.pivot
import time:       588 |        588 |                           pandas.core.reshape.tile
import time:       573 |       3298 |                         pandas.core.reshape.api
import time:      1054 |       1054 |                           pandas.api.executors
import time:       824 |        824 |                           pandas.api.extensions
import time:       769 |        769 |                           pandas.api.indexers
import time:       750 |        750 |                               pandas.core.interchange
import time:      1357 |       2106 |                             pandas.core.interchange.dataframe_protocol
import time:       558 |        558 |                               pandas.core.interchange.utils
import time:       613 |       1170 |                             pandas.core.interchange.from_dataframe
import time:       767 |       4043 |                           pandas.api.interchange
import time:       409 |        409 |                             pandas.core.dtypes.api
import time:       801 |       1209 |                           pandas.api.types
import time:      1051 |       1051 |                             pandas.core.resample
import time:      1479 |       1479 |                                   pandas._libs.json
import time:       578 |        578 |                                   pandas.io.json._normalize
import time:       529 |        529 |                                   pandas.io.json._table_schema
import time:      1721 |       1721 |                                         pandas._libs.parsers
import time:       799 |        799 |                                           pandas.io.parsers.base_parser
import time:       545 |       1343 |                                         pandas.io.parsers.arrow_parser_wrapper
import time:       517 |        517 |                                         pandas.io.parsers.c_parser_wrapper
import time:       799 |        799 |                                         pandas.io.parsers.python_parser
import time:      1150 |       5528 |                                       pandas.io.parsers.readers
import time:       742 |       6270 |                                     pandas.io.parsers
import time:        30 |       6299 |                                   pandas.io.parsers.readers
import time:      1517 |      10400 |                                 pandas.io.json._json
import time:       855 |      11255 |                               pandas.io.json
import time:        19 |      11273 |                             pandas.io.json._json
import time:       737 |        737 |                                 pandas.io.sas.sasreader
import time:       890 |       1627 |                               pandas.io.sas
import time:        19 |       1645 |                             pandas.io.sas.sasreader
import time:      1332 |       1332 |                             pandas.io.stata
import time:       780 |      16079 |                           pandas.api.typing
import time:       912 |      24887 |                         pandas.api
import time:       675 |        675 |                             concurrent.futures.thread
import time:       817 |        817 |                             pandas._testing._io
import time:       555 |        555 |                             pandas._testing._warnings
import time:        61 |         61 |                                 cmath
import time:      1499 |       1559 |                               pandas._libs.testing
import time:       629 |       2188 |                             pandas._testing.asserters
import time:       461 |        461 |                             pandas._testing.compat
import time:       418 |        418 |                             pandas._testing.contexts
import time:      1451 |       6563 |                           pandas._testing
import time:       437 |       6999 |                         pandas.testing
import time:       564 |        564 |                         pandas.util._print_versions
import time:       454 |        454 |                           pandas.io.clipboards
import time:       496 |        496 |                               pandas.io.excel._util
import time:       624 |        624 |                               pandas.io.excel._calamine
import time:       574 |        574 |                               pandas.io.excel._odfreader
import time:       644 |        644 |                               pandas.io.excel._openpyxl
import time:       532 |        532 |                               pandas.io.excel._pyxlsb
import time:       512 |        512 |                               pandas.io.excel._xlrd
import time:      1149 |       4528 |                             pandas.io.excel._base
import time:       492 |        492 |                             pandas.io.excel._odswriter
import time:       556 |        556 |                             pandas.io.excel._xlsxwriter
import time:       801 |       6376 |                           pandas.io.excel
import time:       439 |        439 |                           pandas.io.feather_format
import time:       730 |        730 |                           pandas.io.html
import time:       730 |        730 |                           pandas.io.iceberg
import time:       425 |        425 |                           pandas.io.orc
import time:       619 |        619 |                           pandas.io.parquet
import time:       436 |        436 |                             pandas.compat.pickle_compat
import time:       446 |        881 |                           pandas.io.pickle
import time:       882 |        882 |                             pandas.core.computation.pytables
import time:      1771 |       2652 |                           pandas.io.pytables
import time:       440 |        440 |                           pandas.io.spss
import time:      3540 |       3540 |                           pandas.io.sql
import time:       709 |        709 |                           pandas.io.xml
import time:       469 |      18460 |                         pandas.io.api
import time:       443 |        443 |                         pandas.util._tester
import time:       397 |        397 |                         pandas._version_meson
import time:      1019 |     410649 |                       pandas
import time:       763 |        763 |                         xarray.core
import time:       770 |        770 |                             xarray.compat
import time:       699 |       1468 |                           xarray.compat.npcompat
import time:       738 |        738 |                                 xarray.namedarray
import time:      1484 |       1484 |                                 xarray.namedarray._typing
import time:       860 |       3081 |                               xarray.namedarray.utils
import time:       417 |       3498 |                             xarray.compat.dask_array_compat
import time:      1219 |       1219 |                                     xarray.core.utils
import time:       446 |       1664 |                                   xarray.namedarray.pycompat
import time:       535 |       2198 |                                 xarray.compat.array_api_compat
import time:       114 |        114 |                                   cftime
import time:      1632 |       1745 |                                 xarray.core.types
import time:       632 |       4574 |                               xarray.core.dtypes
import time:       691 |        691 |                                 xarray.core.options
import time:       107 |        107 |                                 bottleneck
import time:      2900 |       3696 |                               xarray.core.nputils
import time:       615 |       8884 |                             xarray.compat.dask_array_ops
import time:      1014 |       1014 |                             xarray.core.extension_array
import time:       691 |        691 |                             xarray.namedarray.parallelcompat
import time:      1583 |      15669 |                           xarray.core.duck_array_ops
import time:       440 |        440 |                           xarray.core.coordinate_transform
import time:      2348 |      19924 |                         xarray.core.indexing
import time:       771 |        771 |                           xarray.computation
import time:        84 |         84 |                             bottleneck
import time:       791 |        874 |                           xarray.computation.ops
import time:       866 |        866 |                             xarray.core._typed_ops
import time:       904 |        904 |                                 xarray.core.datatree_render
import time:       766 |        766 |                                 xarray.core.treenode
import time:       737 |       2406 |                               xarray.core.formatting
import time:      1181 |       1181 |                               xarray.core.formatting_html
import time:       584 |        584 |                                 xarray.namedarray._aggregations
import time:       749 |       1332 |                               xarray.namedarray.core
import time:        94 |         94 |                               cftime
import time:       871 |       5882 |                             xarray.core.common
import time:       545 |       7293 |                           xarray.computation.arithmetic
import time:       758 |        758 |                             xarray.util
import time:       760 |       1518 |                           xarray.util.deprecation_helpers
import time:      1179 |      11632 |                         xarray.core.variable
import time:       532 |      32849 |                       xarray.coding.common
import time:       555 |        555 |                       xarray.compat.pdcompat
import time:        84 |         84 |                       cftime
import time:      1124 |     445978 |                     xarray.coding.times
import time:       738 |     446715 |                   xarray.coders
import time:       731 |        731 |                       xarray.coding.cftimeindex
import time:      1212 |       1943 |                     xarray.coding.cftime_offsets
import time:       417 |        417 |                     xarray.compat.toolzcompat
import time:      1024 |       1024 |                       xarray.core.indexes
import time:       850 |        850 |                         xarray.structure
import time:      1190 |       2039 |                       xarray.structure.alignment
import time:      1082 |       1082 |                       xarray.structure.merge
import time:       699 |       4843 |                     xarray.computation.apply_ufunc
import time:       884 |        884 |                     xarray.core.coordinates
import time:        97 |         97 |                         cftime
import time:       544 |        641 |                       xarray.coding.calendar_ops
import time:       639 |        639 |                       xarray.computation.computation
import time:       913 |        913 |                       xarray.core._aggregations
import time:       940 |        940 |                       xarray.core.accessor_dt
import time:       760 |        760 |                       xarray.core.accessor_str
import time:       467 |        467 |                         xarray.core.dataset_utils
import time:       451 |        451 |                         xarray.core.dataset_variables
import time:       424 |        424 |                         xarray.core.eval
import time:        83 |         83 |                                   cftime
import time:      1146 |       1229 |                                 xarray.plot.utils
import time:      1027 |       2255 |                               xarray.plot.facetgrid
import time:       598 |        598 |                               xarray.structure.concat
import time:      1007 |       3859 |                             xarray.plot.dataarray_plot
import time:       555 |        555 |                             xarray.plot.dataset_plot
import time:       931 |       5344 |                           xarray.plot
import time:       636 |       5980 |                         xarray.plot.accessor
import time:       494 |        494 |                         xarray.structure.chunks
import time:      1856 |       9669 |                       xarray.core.dataset
import time:      1567 |      15127 |                     xarray.core.dataarray
import time:      1989 |       1989 |                     xarray.core.groupby
import time:       542 |        542 |                     xarray.core.resample_cftime
import time:      2839 |      28579 |                   xarray.groupers
import time:       936 |        936 |                     xarray.indexes.nd_point_index
import time:       654 |        654 |                     xarray.indexes.range_index
import time:      1170 |       2759 |                   xarray.indexes
import time:       474 |        474 |                         xarray.core.datatree_mapping
import time:      1666 |       2139 |                       xarray.core.datatree
import time:      1068 |       3206 |                     xarray.testing.assertions
import time:      1008 |       4213 |                   xarray.testing
import time:       804 |        804 |                             xarray.coding.variables
import time:       605 |       1409 |                           xarray.coding.strings
import time:       594 |        594 |                           xarray.conventions
import time:      1658 |       3660 |                         xarray.backends.common
import time:       714 |        714 |                           xarray.backends.locks
import time:       525 |        525 |                           xarray.backends.lru_cache
import time:       825 |       2064 |                         xarray.backends.file_manager
import time:       441 |        441 |                           xarray.backends.netcdf3
import time:       430 |        430 |                             xarray.backends.store
import time:      1250 |       1680 |                           xarray.backends.netCDF4_
import time:       726 |       2846 |                         xarray.backends.h5netcdf_
import time:       522 |        522 |                         xarray.backends.memory
import time:       458 |        458 |                         xarray.backends.plugins
import time:       590 |        590 |                         xarray.backends.pydap_
import time:       635 |        635 |                         xarray.backends.scipy_
import time:       525 |        525 |                           xarray.backends.chunks
import time:      1167 |       1692 |                         xarray.backends.zarr
import time:      1123 |      13585 |                       xarray.backends
import time:       582 |        582 |                       xarray.namedarray.daskmanager
import time:       586 |        586 |                       xarray.structure.combine
import time:       629 |      15379 |                     xarray.backends.api
import time:       638 |      16017 |                   xarray.tutorial
import time:      5867 |       5867 |                   xarray.ufuncs
import time:       820 |        820 |                   xarray.backends.writers
import time:       515 |        515 |                   xarray.coding.frequencies
import time:       471 |        471 |                   xarray.core.extensions
import time:       612 |        612 |                   xarray.core.parallel
import time:       533 |        533 |                   xarray.util.print_versions
import time:      3424 |     510520 |                 xarray
import time:       522 |        522 |                                     expression.system.error
import time:       887 |       1409 |                                   expression.system.disposable
import time:       929 |       2337 |                                 expression.system.cancellation
import time:       874 |       3210 |                               expression.system
import time:       815 |       4025 |                             expression.core.aiotools
import time:      1910 |       1910 |                               typing_extensions
import time:       812 |        812 |                               expression.core.curry
import time:       505 |        505 |                               expression.core.error
import time:       641 |        641 |                                 expression.core.compose
import time:       468 |        468 |                                 expression.core.misc
import time:       807 |       1915 |                               expression.core.pipe
import time:       496 |        496 |                               expression.core.tagged_union
import time:      3388 |       9025 |                             expression.core.option
import time:       937 |        937 |                             expression.core.result
import time:       654 |        654 |                             expression.core.builder
import time:       588 |        588 |                             expression.core.fn
import time:       523 |        523 |                             expression.core.mailbox
import time:       550 |        550 |                             expression.core.try_
import time:       685 |        685 |                             expression.core.typing
import time:       925 |      17907 |                           expression.core
import time:       853 |        853 |                           expression.collections.seq
import time:      1329 |      20088 |                         expression.collections.array
import time:       660 |        660 |                         expression.collections.asyncseq
import time:       955 |        955 |                         expression.collections.block
import time:      1615 |       1615 |                           expression.collections.maptree
import time:       792 |       2407 |                         expression.collections.map
import time:      1240 |      25347 |                       expression.collections
import time:       950 |        950 |                         expression.effect.option
import time:       605 |        605 |                         expression.effect.result
import time:       486 |        486 |                         expression.effect.seq
import time:       872 |       2912 |                       expression.effect
import time:       423 |        423 |                       expression._version
import time:       992 |      29673 |                     expression
import time:        13 |      29685 |                   expression.collections
import time:       552 |      30236 |                 utils4plans.lists
import time:       501 |        501 |                 plan2eplus.ops.schedules.interfaces.constants
import time:       499 |        499 |                   plan2eplus.ops.schedules.interfaces.utils
import time:      1122 |       1620 |                 plan2eplus.ops.schedules.interfaces.day
import time:      1361 |     545433 |               plan2eplus.ops.schedules.interfaces.year
import time:       643 |        643 |               plan2eplus.ops.schedules.user_interface
import time:      1342 |       1342 |                               eppy.EPlusInterfaceFunctions
import time:       931 |       2273 |                             eppy.EPlusInterfaceFunctions.iddgroups
import time:       758 |        758 |                               eppy.constructions
import time:       752 |        752 |                               eppy.constructions.thermal_properties
import time:       723 |        723 |                               eppy.geometry
import time:       743 |        743 |                               eppy.geometry.surface
