import time: self [us] | cumulative | imported package
import time:      1241 |       1241 |           seaborn._stats.aggregation
import time:       779 |        779 |           seaborn._stats.order
import time:      1166 |       1166 |           seaborn._stats.regression
import time:       587 |     903270 |         seaborn.objects
import time:       492 |        492 |         nvml.constants
import time:      5724 |       5724 |                           flexcache.flexcache
import time:      2712 |       8435 |                         flexcache
import time:      7009 |       7009 |                           flexparser.flexparser
import time:      3094 |      10102 |                         flexparser
import time:       623 |        623 |                           pint.errors
import time:       662 |        662 |                                                 babel.localedata
import time:       888 |        888 |                                                 babel.plural
import time:       937 |       2486 |                                               babel.core
import time:       434 |       2920 |                                             babel
import time:      1090 |       1090 |                                               babel.numbers
import time:       449 |       1539 |                                             babel.units
import time:       102 |        102 |                                             uncertainties
import time:       835 |        835 |                                                   dask.typing
import time:      6558 |       7393 |                                                 dask.config
import time:       387 |        387 |                                                             toolz.utils
import time:       778 |       1164 |                                                           toolz.itertoolz
import time:       772 |        772 |                                                             toolz._signatures
import time:       804 |       1576 |                                                           toolz.functoolz
import time:       450 |        450 |                                                           toolz.dicttoolz
import time:       383 |        383 |                                                           toolz.recipes
import time:       887 |        887 |                                                             toolz.curried.operator
import time:       434 |        434 |                                                             toolz.curried.exceptions
import time:       906 |       2227 |                                                           toolz.curried
import time:       654 |        654 |                                                             toolz.sandbox.core
import time:       392 |        392 |                                                             toolz.sandbox.parallel
import time:       771 |       1816 |                                                           toolz.sandbox
import time:      2609 |      10222 |                                                         toolz
import time:      1473 |      11695 |                                                       tlz._build_tlz
import time:       492 |      12186 |                                                     tlz
import time:      1223 |      13409 |                                                   dask.utils
import time:       482 |      13890 |                                                 dask.datasets
import time:       479 |        479 |                                                       dask._compatibility
import time:     99208 |      99687 |                                                     dask.sizeof
import time:       972 |     100658 |                                                   dask._task_spec
import time:       532 |        532 |                                                     dask.core
import time:       106 |        106 |                                                       cityhash
import time:      1624 |       1624 |                                                         xxhash._xxhash
import time:       427 |        427 |                                                         xxhash.version
import time:       429 |       2479 |                                                       xxhash
import time:        87 |         87 |                                                       mmh3
import time:       413 |       3084 |                                                     dask.hashing
import time:       822 |       4436 |                                                   dask.tokenize
import time:       939 |     106032 |                                                 dask._expr
import time:       387 |        387 |                                                 dask._version
import time:       443 |        443 |                                                     dask.callbacks
import time:       798 |        798 |                                                     dask.order
import time:       514 |       1754 |                                                   dask.local
import time:      1416 |       1416 |                                                       psutil._common
import time:      2313 |       2313 |                                                       psutil._ntuples
import time:        76 |         76 |                                                         resource
import time:       817 |        817 |                                                         psutil._psposix
import time:      1532 |       1532 |                                                         psutil._psutil_linux
import time:      2106 |       4529 |                                                       psutil._pslinux
import time:      1217 |       9474 |                                                     psutil
import time:       573 |      10047 |                                                   dask.system
import time:       571 |        571 |                                                       multiprocessing.util
import time:        50 |         50 |                                                         _multiprocessing
import time:        86 |         86 |                                                         _winapi
import time:       767 |        903 |                                                       multiprocessing.connection
import time:       864 |       2336 |                                                     multiprocessing.pool
import time:       506 |       2842 |                                                   dask.threaded
import time:       553 |        553 |                                                       multiprocessing.queues
import time:       698 |       1251 |                                                     concurrent.futures.process
import time:       627 |        627 |                                                     dask.optimization
import time:        86 |         86 |                                                       tblib
import time:        13 |         99 |                                                     tblib.pickling_support
import time:       519 |       2494 |                                                   dask.multiprocessing
import time:       740 |      17875 |                                                 dask.base
import time:       389 |        389 |                                                   dask.context
import time:      1083 |       1083 |                                                           jinja2.bccache
import time:      1646 |       1646 |                                                               markupsafe._speedups
import time:       793 |       2439 |                                                             markupsafe
import time:      1955 |       1955 |                                                               jinja2.utils
import time:      2141 |       4096 |                                                             jinja2.nodes
import time:       675 |        675 |                                                               jinja2.exceptions
import time:       417 |        417 |                                                                 jinja2.visitor
import time:       704 |       1121 |                                                               jinja2.idtracking
import time:       446 |        446 |                                                               jinja2.optimizer
import time:      1520 |       3761 |                                                             jinja2.compiler
import time:       538 |        538 |                                                                 jinja2.async_utils
import time:      1363 |       1363 |                                                                 jinja2.runtime
import time:      1471 |       3371 |                                                               jinja2.filters
import time:       517 |        517 |                                                               jinja2.tests
import time:       473 |       4360 |                                                             jinja2.defaults
import time:      1369 |       1369 |                                                               jinja2._identifier
import time:      1660 |       3029 |                                                             jinja2.lexer
import time:       870 |        870 |                                                             jinja2.parser
import time:      1521 |      20072 |                                                           jinja2.environment
import time:       910 |        910 |                                                           jinja2.loaders
import time:       495 |      22558 |                                                         jinja2
import time:       650 |      23207 |                                                       dask.widgets.widgets
import time:       728 |      23935 |                                                     dask.widgets
import time:       720 |      24654 |                                                   dask.highlevelgraph
import time:      2136 |      27179 |                                                 dask.delayed
import time:       185 |     172938 |                                               dask
import time:        15 |     172952 |                                             dask.base
import time:       632 |     178143 |                                           pint.compat
import time:       607 |     178750 |                                         pint._typing
import time:      1026 |       1026 |                                         pint.converters
import time:       621 |        621 |                                           pint.pint_eval
import time:      1748 |       2369 |                                         pint.util
import time:      5105 |     187248 |                                       pint.facets.plain.definitions
import time:       566 |        566 |                                           pint.facets.plain.qto
import time:       111 |        111 |                                             uncertainties
import time:        13 |        123 |                                           uncertainties.unumpy
import time:      1046 |       1734 |                                         pint.facets.plain.quantity
import time:       604 |        604 |                                         pint.facets.plain.unit
import time:       599 |       2935 |                                       pint.facets.plain.objects
import time:       901 |        901 |                                           platformdirs.api
import time:       438 |        438 |                                           platformdirs.version
import time:      1652 |       1652 |                                             configparser
import time:       790 |        790 |                                             platformdirs._xdg
import time:       693 |       3134 |                                           platformdirs.unix
import time:       654 |       5126 |                                         platformdirs
import time:      1156 |       6281 |                                       pint.facets.plain.registry
import time:       760 |     197222 |                                     pint.facets.plain
import time:      2694 |     199916 |                                   pint.facets.context.definitions
import time:       726 |        726 |                                   pint.facets.context.objects
import time:       751 |        751 |                                   pint.facets.context.registry
import time:      1169 |     202561 |                                 pint.facets.context
import time:       951 |        951 |                                 pint.facets.dask
import time:      1234 |       1234 |                                   pint.facets.group.definitions
import time:       650 |        650 |                                   pint.facets.group.objects
import time:       586 |        586 |                                   pint.facets.group.registry
import time:       888 |       3357 |                                 pint.facets.group
import time:       757 |        757 |                                   pint.facets.measurement.objects
import time:       500 |        500 |                                   pint.facets.measurement.registry
import time:       778 |       2034 |                                 pint.facets.measurement
import time:      1690 |       1690 |                                   pint.facets.nonmultiplicative.definitions
import time:       585 |        585 |                                     pint.facets.nonmultiplicative.objects
import time:       798 |       1382 |                                   pint.facets.nonmultiplicative.registry
import time:       856 |       3928 |                                 pint.facets.nonmultiplicative
import time:      1316 |       1316 |                                       pint.facets.numpy.numpy_func
import time:       124 |        124 |                                         uncertainties
import time:        22 |        146 |                                       uncertainties.unumpy
import time:       630 |       2090 |                                     pint.facets.numpy.quantity
import time:       471 |        471 |                                     pint.facets.numpy.unit
import time:       828 |       3388 |                                   pint.facets.numpy.registry
import time:       724 |       4112 |                                 pint.facets.numpy
import time:      1713 |       1713 |                                   pint.facets.system.definitions
import time:       573 |        573 |                                     pint.babel_names
import time:       677 |       1249 |                                   pint.facets.system.objects
import time:       612 |        612 |                                   pint.facets.system.registry
import time:       859 |       4431 |                                 pint.facets.system
import time:       787 |     222159 |                               pint.facets
import time:        16 |     222174 |                             pint.facets.plain
import time:        17 |     222190 |                           pint.facets.plain.definitions
import time:      1443 |     224255 |                         pint.delegates.base_defparser
import time:      1517 |       1517 |                         pint.delegates.txt_defparser.block
import time:      1100 |       1100 |                         pint.delegates.txt_defparser.common
import time:      4065 |       4065 |                           pint.delegates.txt_defparser.plain
import time:      2706 |       6770 |                         pint.delegates.txt_defparser.context
import time:      1618 |       1618 |                         pint.delegates.txt_defparser.defaults
import time:      1595 |       1595 |                         pint.delegates.txt_defparser.group
import time:      2193 |       2193 |                         pint.delegates.txt_defparser.system
import time:       993 |     258574 |                       pint.delegates.txt_defparser.defparser
import time:      1085 |     259658 |                     pint.delegates.txt_defparser
import time:       765 |        765 |                         pint.delegates.formatter._compound_unit_helpers
import time:       500 |        500 |                             pint.delegates.formatter._spec_helpers
import time:       589 |       1089 |                           pint.delegates.formatter._format_helpers
import time:       818 |        818 |                           pint.delegates.formatter.plain
import time:       715 |       2621 |                         pint.delegates.formatter._to_register
import time:       478 |        478 |                         pint.delegates.formatter.html
import time:       548 |        548 |                         pint.delegates.formatter.latex
import time:       945 |       5354 |                       pint.delegates.formatter.full
import time:       993 |       6347 |                     pint.delegates.formatter
import time:      1343 |     267347 |                   pint.delegates
import time:        17 |     267363 |                 pint.delegates.formatter
import time:        17 |     267380 |               pint.delegates.formatter._format_helpers
import time:       570 |        570 |               pint.formatting
import time:       474 |        474 |                 pint.registry_helpers
import time:       922 |       1396 |               pint.registry
import time:      2849 |     272193 |             pint
import time:       919 |        919 |                 metpy._version
import time:       629 |        629 |                         certifi.core
import time:       417 |       1045 |                       certifi
import time:      1550 |       1550 |                         pyproj._compat
import time:       708 |        708 |                         pyproj.utils
import time:      7812 |      10068 |                       pyproj._context
import time:      1470 |       1470 |                       pyproj._network
import time:       771 |      13353 |                     pyproj.network
import time:       491 |        491 |                     pyproj._show_versions
import time:      1418 |       1418 |                     pyproj._version
import time:      1654 |       1654 |                         pyproj.aoi
import time:       829 |        829 |                         pyproj.crs.datum
import time:      1185 |       1185 |                           pyproj.enums
import time:       792 |       1977 |                         pyproj.crs.enums
import time:       506 |        506 |                         pyproj.exceptions
import time:      1742 |       1742 |                           pyproj._geod
import time:      1387 |       1387 |                           pyproj.list
import time:       617 |       3746 |                         pyproj.geod
import time:      2163 |      10873 |                       pyproj._crs
import time:      1003 |       1003 |                           pyproj.crs.coordinate_operation
import time:       673 |       1675 |                         pyproj.crs._cf1x8
import time:       579 |        579 |                         pyproj.crs.coordinate_system
import time:      1180 |       3434 |                       pyproj.crs.crs
import time:       736 |      15042 |                     pyproj.crs
import time:      1742 |       1742 |                     pyproj.database
import time:      1823 |       1823 |                       pyproj._transformer
import time:       414 |        414 |                         pyproj.datadir
import time:      1338 |       1338 |                           pyproj._sync
import time:       474 |       1811 |                         pyproj.sync
import time:      2341 |       4566 |                       pyproj.transformer
import time:       686 |       7074 |                     pyproj.proj
import time:     13578 |      52694 |                   pyproj
import time:       502 |        502 |                   metpy._warnings
import time:       771 |        771 |                     metpy._vendor
import time:       743 |       1514 |                   metpy._vendor.xarray
import time:       465 |        465 |                     metpy.package_tools
import time:       680 |        680 |                     pint.matplotlib
import time:    106748 |     107892 |                   metpy.units
import time:      1424 |     164023 |                 metpy.xarray
import time:      2910 |     167852 |               metpy
import time:      2834 |       2834 |                     metpy.constants.default
import time:      1431 |       4265 |                   metpy.constants.nounit
import time:       760 |       5024 |                 metpy.constants
import time:      2182 |       7206 |               metpy.calc.basic
import time:       443 |        443 |                         pooch.hashes
import time:      1064 |       1064 |                           pooch.typing
import time:       922 |       1985 |                         pooch.utils
import time:       806 |        806 |                           ftplib
import time:       421 |        421 |                           pooch._version
import time:       746 |        746 |                               tqdm._monitor
import time:       411 |        411 |                               tqdm._tqdm_pandas
import time:       134 |        134 |                                     envwrap
import time:       736 |        869 |                                   tqdm.utils
import time:      1136 |       2005 |                                 tqdm.std
import time:      3334 |       3334 |                                 tqdm.version
import time:       754 |       6091 |                               tqdm.cli
import time:       805 |        805 |                               tqdm.gui
import time:       481 |       8532 |                             tqdm
import time:       414 |        414 |                             tqdm.autonotebook
import time:       396 |        396 |                             tqdm.asyncio
import time:       510 |       9851 |                           tqdm.auto
import time:        93 |         93 |                           paramiko
import time:       686 |      11855 |                         pooch.downloaders
import time:       932 |      15214 |                       pooch.core
import time:       695 |        695 |                       pooch.processors
import time:       527 |      16435 |                     pooch
import time:     12397 |      28831 |                   metpy.cbook
import time:       499 |        499 |                         metpy.interpolate.geometry
import time:       399 |        399 |                         metpy.interpolate.tools
import time:       554 |       1450 |                       metpy.interpolate.points
import time:       390 |        390 |                       metpy.pandas
import time:      1063 |       2903 |                     metpy.interpolate.grid
import time:       529 |        529 |                     metpy.interpolate.one_dimension
import time:       737 |        737 |                     metpy.interpolate.slices
import time:       867 |       5035 |                   metpy.interpolate
import time:      1621 |      35486 |                 metpy.calc.tools
import time:       558 |      36044 |               metpy.calc.cross_sections
import time:       446 |        446 |               metpy.calc.exceptions
import time:      3389 |       3389 |                 metpy.calc.thermo
import time:      1033 |       4421 |               metpy.calc.indices
import time:      2229 |       2229 |               metpy.calc.kinematics
import time:       564 |        564 |               metpy.calc.turbulence
import time:       923 |     219679 |             metpy.calc
import time:       548 |     492420 |           nvml.qdim.angles
import time:       761 |        761 |           nvml.qdim.interfaces
import time:       501 |     493680 |         nvml.qdim.incident
import time:       516 |        516 |         nvml.qdim.intext
import time:       455 |        455 |         nvml.utils
import time:       819 |    1399291 |       nvml.qdim.wind
import time:       549 |    3311120 |     nvml.cli.studies.helpers
import time:        65 |         65 |       nvml.gmodel
import time:      1502 |       1502 |             torch._utils
import time:       852 |        852 |                 torch._strobelight
import time:       598 |        598 |                 torch._strobelight.cli_function_profiler
import time:       836 |       2286 |               torch._strobelight.compile_time_profiler
import time:       592 |       2878 |             torch._utils_internal
import time:       757 |        757 |                   torch._vendor
import time:       910 |       1666 |                 torch._vendor.packaging
import time:       413 |        413 |                 torch._vendor.packaging._structures
import time:      1154 |       3232 |               torch._vendor.packaging.version
import time:       385 |        385 |               torch.version
import time:       573 |       4189 |             torch.torch_version
import time:        32 |         32 |             torch._rocm_init
import time:       767 |        767 |               torch._opaque_base
import time:    222561 |     223328 |             torch._C
import time:       437 |        437 |               torch._namedtensor_internals
import time:      1966 |       1966 |               torch.overrides
import time:      1206 |       3608 |             torch._tensor
import time:       544 |        544 |               torch.types
import time:       927 |       1470 |             torch.storage
import time:       771 |        771 |               torch.amp.autocast_mode
import time:       677 |        677 |               torch.amp.grad_scaler
import time:       742 |       2189 |             torch.amp
import time:       447 |        447 |             torch.random
import time:       706 |        706 |               torch._weights_only_unpickler
import time:       605 |        605 |               torch._sources
import time:      1172 |       2482 |             torch.serialization
import time:      1191 |       1191 |             torch._tensor_str
import time:       708 |        708 |               torch.cuda._device_limits
import time:       452 |        452 |               torch.cuda.gds
import time:       133 |        133 |                   cuda
import time:       622 |        622 |                     cuda.bindings.utils._nvvm_utils
import time:       525 |        525 |                     cuda.bindings.utils._ptx_utils
import time:       402 |        402 |                     cuda.bindings.utils._version_check
import time:      1077 |       2626 |                   cuda.bindings.utils
import time:       387 |        387 |                   cuda.bindings._version
import time:      1098 |       4243 |                 cuda.bindings
import time:       829 |        829 |                         cuda.bindings._bindings
import time:      2563 |       3391 |                       cuda.bindings._bindings.cydriver
import time:      2211 |       5602 |                     cuda.bindings.cydriver
import time:       835 |        835 |                       cuda.bindings._internal
import time:       824 |       1658 |                     cuda.bindings._internal._fast_enum
import time:      9585 |      16845 |                   cuda.bindings.driver
import time:      1555 |       1555 |                       cuda.bindings._bindings.cyruntime_ptds
import time:      1879 |       3433 |                     cuda.bindings._bindings.cyruntime
import time:       704 |        704 |                         cuda.pathfinder._binaries
import time:       378 |        378 |                         cuda.pathfinder._binaries.supported_nvidia_binaries
import time:       415 |        415 |                           cuda.pathfinder._utils
import time:       649 |       1064 |                         cuda.pathfinder._utils.env_vars
import time:       407 |        407 |                         cuda.pathfinder._utils.find_sub_dirs
import time:       351 |        351 |                         cuda.pathfinder._utils.platform_aware
import time:       680 |       3582 |                       cuda.pathfinder._binaries.find_nvidia_binary_utility
import time:       332 |        332 |                         cuda.pathfinder._dynamic_libs
import time:      1151 |       1482 |                       cuda.pathfinder._dynamic_libs.load_dl_common
import time:      1569 |       1569 |                           cuda.pathfinder._dynamic_libs.descriptor_catalog
import time:       470 |       2038 |                         cuda.pathfinder._dynamic_libs.lib_descriptor
import time:       566 |        566 |                             ctypes.util
import time:      8959 |       9524 |                           cuda.pathfinder._dynamic_libs.load_dl_linux
import time:       494 |      10018 |                         cuda.pathfinder._dynamic_libs.platform_loader
import time:       486 |        486 |                             cuda.pathfinder._dynamic_libs.supported_nvidia_libs
import time:      1384 |       1870 |                           cuda.pathfinder._dynamic_libs.search_platform
import time:      1244 |       3113 |                         cuda.pathfinder._dynamic_libs.search_steps
import time:      1031 |       1031 |                         cuda.pathfinder._dynamic_libs.subprocess_protocol
import time:       541 |      16739 |                       cuda.pathfinder._dynamic_libs.load_nvidia_dynamic_lib
import time:       397 |        397 |                         cuda.pathfinder._headers
import time:      1397 |       1397 |                           cuda.pathfinder._headers.header_descriptor_catalog
import time:       403 |       1799 |                         cuda.pathfinder._headers.header_descriptor
import time:      1085 |       3280 |                       cuda.pathfinder._headers.find_nvidia_headers
import time:       477 |        477 |                       cuda.pathfinder._headers.supported_nvidia_headers
import time:       372 |        372 |                         cuda.pathfinder._static_libs
import time:      1318 |       1690 |                       cuda.pathfinder._static_libs.find_bitcode_lib
import time:      1269 |       1269 |                       cuda.pathfinder._static_libs.find_static_lib
import time:       435 |        435 |                       cuda.pathfinder._version
import time:       898 |      29849 |                     cuda.pathfinder
import time:      1872 |      35154 |                   cuda.bindings.cyruntime
import time:      7828 |      59826 |                 cuda.bindings.runtime
import time:       635 |      64703 |               torch.cuda._utils
import time:       967 |        967 |               torch.cuda.graphs
import time:       494 |        494 |               torch.cuda.green_contexts
import time:       535 |        535 |               torch.cuda.streams
import time:       122 |        122 |               pynvml
import time:      3125 |       3125 |                 torch.cuda._memory_viz
import time:       987 |       4111 |               torch.cuda.memory
import time:       685 |        685 |               torch.cuda.random
import time:       725 |        725 |                 torch.cuda.amp.autocast_mode
import time:       420 |        420 |                 torch.cuda.amp.common
import time:       408 |        408 |                 torch.cuda.amp.grad_scaler
import time:       820 |       2372 |               torch.cuda.amp
import time:       742 |        742 |               torch.cuda.jiterator
import time:       416 |        416 |               torch.cuda.nvtx
import time:       396 |        396 |               torch.cuda.profiler
import time:       354 |        354 |               torch.cuda.sparse
import time:       595 |        595 |               torch.cuda.tunable
import time:     12129 |      89773 |             torch.cuda
import time:       449 |        449 |                 torch.sparse._semi_structured_conversions
import time:       432 |        432 |                 torch.sparse._semi_structured_ops
import time:      1077 |       1957 |               torch.sparse.semi_structured
import time:       839 |       2796 |             torch.sparse
import time:       976 |        976 |             torch._compile
import time:       477 |        477 |             torch._VF
import time:       932 |        932 |                   torch.nn.parameter
import time:      1661 |       1661 |                       torch._prims_common
import time:      1024 |       1024 |                           torch.utils.backcompat
import time:       907 |        907 |                           torch.utils.collect_env
import time:       544 |        544 |                                         torch.distributed._pycute.typing
import time:       903 |       1446 |                                       torch.distributed._pycute.int_tuple
import time:       678 |        678 |                                       torch.distributed._pycute.layout
import time:       870 |       2994 |                                     torch.distributed._pycute
import time:      1247 |       4240 |                                   torch.distributed._mesh_layout
import time:       647 |        647 |                                   torch.utils._typing_utils
import time:      1890 |       1890 |                                     torch.utils._config_module
import time:      2347 |       4237 |                                   torch.distributed.config
import time:      1055 |       1055 |                                     torch.monitor
import time:       446 |        446 |                                       torch.distributed.logging_handlers
import time:       560 |       1005 |                                     torch.distributed.c10d_logger
import time:       467 |        467 |                                     torch.distributed.constants
import time:       564 |        564 |                                     torch.distributed.rendezvous
import time:       109 |        109 |                                       torchcomms
import time:        21 |        130 |                                     torchcomms._comms
import time:        62 |         62 |                                       torchcomms
import time:        19 |         81 |                                     torchcomms._backend_wrapper
import time:      2307 |       5605 |                                   torch.distributed.distributed_c10d
import time:      1426 |      16153 |                                 torch.distributed.device_mesh
import time:       486 |        486 |                                 torch.distributed.remote_device
import time:      4324 |      20963 |                               torch.distributed
import time:       557 |        557 |                                               torch.utils.data.datapipes._hook_iterator
import time:       680 |       1237 |                                             torch.utils.data.datapipes._typing
import time:       402 |        402 |                                               torch.utils._import_utils
import time:       753 |        753 |                                                 torch.utils.data.datapipes.utils
import time:      1124 |       1876 |                                               torch.utils.data.datapipes.utils.common
import time:       793 |        793 |                                               torch.utils.data.dataset
import time:       836 |       3906 |                                             torch.utils.data.datapipes.datapipe
import time:       463 |       5605 |                                           torch.utils.data.datapipes._decorator
import time:       427 |        427 |                                             torch.utils.data.datapipes.dataframe.dataframe_wrapper
import time:       480 |        906 |                                           torch.utils.data.datapipes.dataframe.structures
import time:      1137 |       7646 |                                         torch.utils.data.datapipes.dataframe.dataframes
import time:       659 |        659 |                                         torch.utils.data.datapipes.dataframe.datapipes
import time:      1068 |       9373 |                                       torch.utils.data.datapipes.dataframe
import time:       807 |        807 |                                               torch.utils.data._utils.collate
import time:       544 |        544 |                                               torch.utils.data._utils.fetch
import time:       446 |        446 |                                               torch.utils.data._utils.pin_memory
import time:       400 |        400 |                                               torch.utils.data._utils.signal_handling
import time:      2401 |       2401 |                                               torch.utils.data._utils.worker
import time:       813 |       5408 |                                             torch.utils.data._utils
import time:        15 |       5423 |                                           torch.utils.data._utils.collate
import time:       840 |       6263 |                                         torch.utils.data.datapipes.iter.callable
import time:       900 |        900 |                                           torch.utils.data.sampler
import time:       585 |       1484 |                                         torch.utils.data.datapipes.iter.combinatorics
import time:       935 |        935 |                                         torch.utils.data.datapipes.iter.combining
import time:       419 |        419 |                                           torch.utils.data.datapipes.iter.utils
import time:       478 |        897 |                                         torch.utils.data.datapipes.iter.filelister
import time:       448 |        448 |                                         torch.utils.data.datapipes.iter.fileopener
import time:       557 |        557 |                                         torch.utils.data.datapipes.iter.grouping
import time:       574 |        574 |                                           torch.utils.data.datapipes.utils.decoder
import time:       512 |       1086 |                                         torch.utils.data.datapipes.iter.routeddecoder
import time:       540 |        540 |                                         torch.utils.data.datapipes.iter.selecting
import time:       655 |        655 |                                         torch.utils.data.datapipes.iter.sharding
import time:       458 |        458 |                                         torch.utils.data.datapipes.iter.streamreader
import time:       832 |      14151 |                                       torch.utils.data.datapipes.iter
import time:       811 |        811 |                                         torch.utils.data.datapipes.map.callable
import time:       568 |        568 |                                         torch.utils.data.datapipes.map.combinatorics
import time:       577 |        577 |                                         torch.utils.data.datapipes.map.combining
import time:       724 |        724 |                                         torch.utils.data.datapipes.map.grouping
import time:       464 |        464 |                                         torch.utils.data.datapipes.map.utils
import time:       776 |       3917 |                                       torch.utils.data.datapipes.map
import time:       839 |      28278 |                                     torch.utils.data.datapipes
import time:        18 |      28296 |                                   torch.utils.data.datapipes.iter
import time:        15 |      28310 |                                 torch.utils.data.datapipes.iter.sharding
import time:       409 |        409 |                                 torch.utils.data.graph
import time:       543 |      29261 |                               torch.utils.data.graph_settings
import time:      1440 |      51663 |                             torch.utils.data.dataloader
import time:       494 |        494 |                             torch.utils.data.distributed
import time:       869 |      53025 |                           torch.utils.data
import time:       456 |        456 |                           torch.utils.deterministic
import time:       570 |        570 |                           torch.utils.hooks
import time:       590 |        590 |                           torch.utils.backend_registration
import time:       451 |        451 |                           torch.utils.cpp_backtrace
import time:       543 |        543 |                           torch.utils.throughput_benchmark
import time:       913 |      58473 |                         torch.utils
import time:       489 |        489 |                         torchgen
import time:       604 |        604 |                             torchgen.code_template
import time:       887 |       1491 |                           torchgen.utils
import time:     14396 |      15886 |                         torchgen.model
import time:      1441 |      76287 |                       torch.utils._python_dispatch
import time:      1641 |      79588 |                     torch.nn.modules.module
import time:       932 |        932 |                             torch.distributed.autograd
import time:      1010 |       1010 |                               torch.futures
import time:       420 |        420 |                               torch.distributed.rpc._utils
import time:       375 |        375 |                               torch.distributed.rpc.constants
import time:       733 |        733 |                               torch.distributed.rpc.internal
import time:      1048 |       3583 |                             torch.distributed.rpc.api
import time:       714 |        714 |                             torch.distributed.rpc.backend_registry
import time:       401 |        401 |                             torch.distributed.rpc.functions
import time:       439 |        439 |                             torch.distributed.rpc.options
import time:       765 |        765 |                                                 torch._functorch
import time:       569 |        569 |                                                     torch.utils._contextlib
import time:       543 |       1112 |                                                   torch.autograd.grad_mode
import time:       876 |       1987 |                                                 torch.autograd.forward_ad
import time:       962 |       3713 |                                               torch._functorch.pyfunctorch
import time:      1348 |       5060 |                                             torch._ops
import time:      1027 |       1027 |                                             torch._library.utils
import time:      1144 |       7230 |                                           torch._library.autograd
import time:       546 |        546 |                                           torch._library.fake_impl
import time:       560 |        560 |                                             torch._library.effects
import time:       457 |       1016 |                                           torch._library.simple_registry
import time:       643 |        643 |                                           torch._library.fake_class_registry
import time:       392 |        392 |                                             torch.utils._exposed_in
import time:       743 |        743 |                                             torch._library.custom_ops
import time:      1227 |       1227 |                                               torch._library.opaque_object
import time:       848 |       2075 |                                             torch._library.infer_schema
import time:       575 |       3783 |                                           torch._library.triton
import time:       814 |      14029 |                                         torch._library
import time:        27 |      14056 |                                       torch._library.opaque_object
import time:      6710 |      20765 |                                     torch.utils._pytree
import time:       508 |      21273 |                                   torch._vmap_internals
import time:       659 |        659 |                                   torch.autograd.functional
import time:       428 |        428 |                                     torch.autograd.variable
