import time: self [us] | cumulative | imported package
import time:      1569 |       1569 |                                                               markupsafe._speedups
import time:       361 |       1930 |                                                             markupsafe
import time:      1379 |       1379 |                                                               jinja2.utils
import time:      1579 |       2958 |                                                             jinja2.nodes
import time:       307 |        307 |                                                               jinja2.exceptions
import time:       110 |        110 |                                                                 jinja2.visitor
import time:       321 |        431 |                                                               jinja2.idtracking
import time:       107 |        107 |                                                               jinja2.optimizer
import time:      1072 |       1914 |                                                             jinja2.compiler
import time:       220 |        220 |                                                                 jinja2.async_utils
import time:       939 |        939 |                                                                 jinja2.runtime
import time:      1019 |       2177 |                                                               jinja2.filters
import time:       169 |        169 |                                                               jinja2.tests
import time:       127 |       2472 |                                                             jinja2.defaults
import time:       979 |        979 |                                                               jinja2._identifier
import time:      1319 |       2298 |                                                             jinja2.lexer
import time:       503 |        503 |                                                             jinja2.parser
import time:      1140 |      13211 |                                                           jinja2.environment
import time:       499 |        499 |                                                           jinja2.loaders
import time:       161 |      14739 |                                                         jinja2
import time:       801 |      15539 |                                                       dask.widgets.widgets
import time:        85 |      15623 |                                                     dask.widgets
import time:       391 |      16014 |                                                   dask.highlevelgraph
import time:      1720 |      17830 |                                                 dask.delayed
import time:       178 |     141295 |                                               dask
import time:        14 |     141309 |                                             dask.base
import time:       296 |     144371 |                                           pint.compat
import time:       260 |     144631 |                                         pint._typing
import time:       534 |        534 |                                         pint.converters
import time:       230 |        230 |                                           pint.pint_eval
import time:      1262 |       1492 |                                         pint.util
import time:      4493 |     151149 |                                       pint.facets.plain.definitions
import time:       165 |        165 |                                           pint.facets.plain.qto
import time:       102 |        102 |                                             uncertainties
import time:        12 |        113 |                                           uncertainties.unumpy
import time:       493 |        770 |                                         pint.facets.plain.quantity
import time:       192 |        192 |                                         pint.facets.plain.unit
import time:       159 |       1120 |                                       pint.facets.plain.objects
import time:       622 |        622 |                                           platformdirs.api
import time:        78 |         78 |                                           platformdirs.version
import time:      1141 |       1141 |                                             configparser
import time:       386 |        386 |                                             platformdirs._xdg
import time:       236 |       1761 |                                           platformdirs.unix
import time:       249 |       2709 |                                         platformdirs
import time:       626 |       3334 |                                       pint.facets.plain.registry
import time:       126 |     155729 |                                     pint.facets.plain
import time:      2300 |     158029 |                                   pint.facets.context.definitions
import time:       351 |        351 |                                   pint.facets.context.objects
import time:       291 |        291 |                                   pint.facets.context.registry
import time:       449 |     159117 |                                 pint.facets.context
import time:       250 |        250 |                                 pint.facets.dask
import time:       950 |        950 |                                   pint.facets.group.definitions
import time:       211 |        211 |                                   pint.facets.group.objects
import time:       209 |        209 |                                   pint.facets.group.registry
import time:       111 |       1479 |                                 pint.facets.group
import time:       518 |        518 |                                   pint.facets.measurement.objects
import time:       151 |        151 |                                   pint.facets.measurement.registry
import time:       100 |        768 |                                 pint.facets.measurement
import time:      1284 |       1284 |                                   pint.facets.nonmultiplicative.definitions
import time:       189 |        189 |                                     pint.facets.nonmultiplicative.objects
import time:       252 |        441 |                                   pint.facets.nonmultiplicative.registry
import time:        93 |       1817 |                                 pint.facets.nonmultiplicative
import time:       806 |        806 |                                       pint.facets.numpy.numpy_func
import time:       107 |        107 |                                         uncertainties
import time:        21 |        128 |                                       uncertainties.unumpy
import time:       219 |       1152 |                                     pint.facets.numpy.quantity
import time:       114 |        114 |                                     pint.facets.numpy.unit
import time:       476 |       1741 |                                   pint.facets.numpy.registry
import time:        95 |       1835 |                                 pint.facets.numpy
import time:      1291 |       1291 |                                   pint.facets.system.definitions
import time:       158 |        158 |                                     pint.babel_names
import time:       266 |        423 |                                   pint.facets.system.objects
import time:       246 |        246 |                                   pint.facets.system.registry
import time:       115 |       2073 |                                 pint.facets.system
import time:       135 |     167472 |                               pint.facets
import time:        16 |     167487 |                             pint.facets.plain
import time:        16 |     167503 |                           pint.facets.plain.definitions
import time:      1038 |     168846 |                         pint.delegates.base_defparser
import time:      1037 |       1037 |                         pint.delegates.txt_defparser.block
import time:       716 |        716 |                         pint.delegates.txt_defparser.common
import time:      3551 |       3551 |                           pint.delegates.txt_defparser.plain
import time:      2232 |       5783 |                         pint.delegates.txt_defparser.context
import time:      1006 |       1006 |                         pint.delegates.txt_defparser.defaults
import time:      1198 |       1198 |                         pint.delegates.txt_defparser.group
import time:      1753 |       1753 |                         pint.delegates.txt_defparser.system
import time:       714 |     197816 |                       pint.delegates.txt_defparser.defparser
import time:       406 |     198221 |                     pint.delegates.txt_defparser
import time:       308 |        308 |                         pint.delegates.formatter._compound_unit_helpers
import time:       102 |        102 |                             pint.delegates.formatter._spec_helpers
import time:       191 |        292 |                           pint.delegates.formatter._format_helpers
import time:       308 |        308 |                           pint.delegates.formatter.plain
import time:       136 |        736 |                         pint.delegates.formatter._to_register
import time:       132 |        132 |                         pint.delegates.formatter.html
import time:       171 |        171 |                         pint.delegates.formatter.latex
import time:       570 |       1915 |                       pint.delegates.formatter.full
import time:       138 |       2052 |                     pint.delegates.formatter
import time:       528 |     200800 |                   pint.delegates
import time:        15 |     200815 |                 pint.delegates.formatter
import time:        16 |     200831 |               pint.delegates.formatter._format_helpers
import time:        98 |         98 |               pint.formatting
import time:       134 |        134 |                 pint.registry_helpers
import time:       479 |        612 |               pint.registry
import time:      2251 |     203791 |             pint
import time:       371 |        371 |                 metpy._version
import time:       344 |        344 |                         certifi.core
import time:       107 |        450 |                       certifi
import time:      1048 |       1048 |                         pyproj._compat
import time:       302 |        302 |                         pyproj.utils
import time:      6488 |       7837 |                       pyproj._context
import time:       989 |        989 |                       pyproj._network
import time:       395 |       9671 |                     pyproj.network
import time:       124 |        124 |                     pyproj._show_versions
import time:       920 |        920 |                     pyproj._version
import time:      1158 |       1158 |                         pyproj.aoi
import time:       522 |        522 |                         pyproj.crs.datum
import time:       739 |        739 |                           pyproj.enums
import time:       483 |       1222 |                         pyproj.crs.enums
import time:       156 |        156 |                         pyproj.exceptions
import time:      1209 |       1209 |                           pyproj._geod
import time:       979 |        979 |                           pyproj.list
import time:       270 |       2457 |                         pyproj.geod
import time:      1570 |       7080 |                       pyproj._crs
import time:       603 |        603 |                           pyproj.crs.coordinate_operation
import time:       229 |        831 |                         pyproj.crs._cf1x8
import time:       170 |        170 |                         pyproj.crs.coordinate_system
import time:       732 |       1732 |                       pyproj.crs.crs
import time:       125 |       8936 |                     pyproj.crs
import time:      1246 |       1246 |                     pyproj.database
import time:      1429 |       1429 |                       pyproj._transformer
import time:        98 |         98 |                         pyproj.datadir
import time:       939 |        939 |                           pyproj._sync
import time:       136 |       1075 |                         pyproj.sync
import time:      1817 |       2989 |                       pyproj.transformer
import time:       259 |       4676 |                     pyproj.proj
import time:     11656 |      37228 |                   pyproj
import time:       177 |        177 |                   metpy._warnings
import time:        90 |         90 |                     metpy._vendor
import time:       426 |        516 |                   metpy._vendor.xarray
import time:       100 |        100 |                     metpy.package_tools
import time:       280 |        280 |                     pint.matplotlib
import time:    104723 |     105102 |                   metpy.units
import time:       978 |     143998 |                 metpy.xarray
import time:      2415 |     146783 |               metpy
import time:      2422 |       2422 |                     metpy.constants.default
import time:      1101 |       3523 |                   metpy.constants.nounit
import time:       133 |       3655 |                 metpy.constants
import time:      1673 |       5327 |               metpy.calc.basic
import time:       122 |        122 |                         pooch.hashes
import time:       362 |        362 |                           pooch.typing
import time:       551 |        912 |                         pooch.utils
import time:       386 |        386 |                           ftplib
import time:        88 |         88 |                           pooch._version
import time:       474 |        474 |                               tqdm._monitor
import time:        70 |         70 |                               tqdm._tqdm_pandas
import time:       133 |        133 |                                     envwrap
import time:       366 |        498 |                                   tqdm.utils
import time:       795 |       1293 |                                 tqdm.std
import time:      2970 |       2970 |                                 tqdm.version
import time:       414 |       4676 |                               tqdm.cli
import time:       183 |        183 |                               tqdm.gui
import time:       146 |       5546 |                             tqdm
import time:        85 |         85 |                             tqdm.autonotebook
import time:       106 |        106 |                             tqdm.asyncio
import time:       106 |       5841 |                           tqdm.auto
import time:        86 |         86 |                           paramiko
import time:       344 |       6744 |                         pooch.downloaders
import time:       727 |       8502 |                       pooch.core
import time:       217 |        217 |                       pooch.processors
import time:       169 |       8887 |                     pooch
import time:     12052 |      20939 |                   metpy.cbook
import time:       136 |        136 |                         metpy.interpolate.geometry
import time:        91 |         91 |                         metpy.interpolate.tools
import time:       182 |        409 |                       metpy.interpolate.points
import time:        65 |         65 |                       metpy.pandas
import time:       816 |       1289 |                     metpy.interpolate.grid
import time:       205 |        205 |                     metpy.interpolate.one_dimension
import time:       101 |        101 |                     metpy.interpolate.slices
import time:       160 |       1753 |                   metpy.interpolate
import time:      1289 |      23980 |                 metpy.calc.tools
import time:       191 |      24171 |               metpy.calc.cross_sections
import time:       116 |        116 |               metpy.calc.exceptions
import time:      3001 |       3001 |                 metpy.calc.thermo
import time:       713 |       3713 |               metpy.calc.indices
import time:      1844 |       1844 |               metpy.calc.kinematics
import time:       174 |        174 |               metpy.calc.turbulence
import time:       230 |     182354 |             metpy.calc
import time:       212 |     386355 |           nvml.qdim.angles
import time:       382 |        382 |           nvml.qdim.interfaces
import time:       119 |     386855 |         nvml.qdim.incident
import time:       157 |        157 |         nvml.qdim.intext
import time:       102 |        102 |         nvml.utils
import time:       462 |    1019819 |       nvml.qdim.wind
import time:       110 |    2106000 |     nvml.cli.studies.helpers
import time:        62 |         62 |       nvml.gmodel
import time:      1037 |       1037 |             torch._utils
import time:        79 |         79 |                 torch._strobelight
import time:       271 |        271 |                 torch._strobelight.cli_function_profiler
import time:       557 |        907 |               torch._strobelight.compile_time_profiler
import time:       225 |       1132 |             torch._utils_internal
import time:        74 |         74 |                   torch._vendor
import time:       422 |        496 |                 torch._vendor.packaging
import time:       110 |        110 |                 torch._vendor.packaging._structures
import time:       858 |       1463 |               torch._vendor.packaging.version
import time:        92 |         92 |               torch.version
import time:       137 |       1692 |             torch.torch_version
import time:        30 |         30 |             torch._rocm_init
import time:       345 |        345 |               torch._opaque_base
import time:    221022 |     221367 |             torch._C
import time:       111 |        111 |               torch._namedtensor_internals
import time:      1520 |       1520 |               torch.overrides
import time:       775 |       2405 |             torch._tensor
import time:       235 |        235 |               torch.types
import time:       606 |        840 |             torch.storage
import time:       586 |        586 |               torch.amp.autocast_mode
import time:       362 |        362 |               torch.amp.grad_scaler
import time:       119 |       1066 |             torch.amp
import time:       134 |        134 |             torch.random
import time:       417 |        417 |               torch._weights_only_unpickler
import time:       301 |        301 |               torch._sources
import time:       863 |       1580 |             torch.serialization
import time:       751 |        751 |             torch._tensor_str
import time:       503 |        503 |               torch.cuda._device_limits
import time:       114 |        114 |               torch.cuda.gds
import time:       134 |        134 |                   cuda
import time:       400 |        400 |                     cuda.bindings.utils._nvvm_utils
import time:       202 |        202 |                     cuda.bindings.utils._ptx_utils
import time:        91 |         91 |                     cuda.bindings.utils._version_check
import time:       433 |       1124 |                   cuda.bindings.utils
import time:        71 |         71 |                   cuda.bindings._version
import time:       392 |       1719 |                 cuda.bindings
import time:       139 |        139 |                         cuda.bindings._bindings
import time:      1979 |       2118 |                       cuda.bindings._bindings.cydriver
import time:      1948 |       4065 |                     cuda.bindings.cydriver
import time:       107 |        107 |                       cuda.bindings._internal
import time:       601 |        708 |                     cuda.bindings._internal._fast_enum
import time:      9182 |      13954 |                   cuda.bindings.driver
import time:      1313 |       1313 |                       cuda.bindings._bindings.cyruntime_ptds
import time:      1475 |       2787 |                     cuda.bindings._bindings.cyruntime
import time:       389 |        389 |                         cuda.pathfinder._binaries
import time:        94 |         94 |                         cuda.pathfinder._binaries.supported_nvidia_binaries
import time:        56 |         56 |                           cuda.pathfinder._utils
import time:       405 |        461 |                         cuda.pathfinder._utils.env_vars
import time:       108 |        108 |                         cuda.pathfinder._utils.find_sub_dirs
import time:        62 |         62 |                         cuda.pathfinder._utils.platform_aware
import time:       476 |       1587 |                       cuda.pathfinder._binaries.find_nvidia_binary_utility
import time:        56 |         56 |                         cuda.pathfinder._dynamic_libs
import time:       922 |        977 |                       cuda.pathfinder._dynamic_libs.load_dl_common
import time:      1223 |       1223 |                           cuda.pathfinder._dynamic_libs.descriptor_catalog
import time:        89 |       1312 |                         cuda.pathfinder._dynamic_libs.lib_descriptor
import time:       168 |        168 |                             ctypes.util
import time:      3075 |       3243 |                           cuda.pathfinder._dynamic_libs.load_dl_linux
import time:       181 |       3424 |                         cuda.pathfinder._dynamic_libs.platform_loader
import time:       142 |        142 |                             cuda.pathfinder._dynamic_libs.supported_nvidia_libs
import time:       894 |       1035 |                           cuda.pathfinder._dynamic_libs.search_platform
import time:       705 |       1740 |                         cuda.pathfinder._dynamic_libs.search_steps
import time:       682 |        682 |                         cuda.pathfinder._dynamic_libs.subprocess_protocol
import time:       212 |       7368 |                       cuda.pathfinder._dynamic_libs.load_nvidia_dynamic_lib
import time:        72 |         72 |                         cuda.pathfinder._headers
import time:      1098 |       1098 |                           cuda.pathfinder._headers.header_descriptor_catalog
import time:       102 |       1199 |                         cuda.pathfinder._headers.header_descriptor
import time:       796 |       2067 |                       cuda.pathfinder._headers.find_nvidia_headers
import time:       142 |        142 |                       cuda.pathfinder._headers.supported_nvidia_headers
import time:        61 |         61 |                         cuda.pathfinder._static_libs
import time:      1002 |       1063 |                       cuda.pathfinder._static_libs.find_bitcode_lib
import time:       882 |        882 |                       cuda.pathfinder._static_libs.find_static_lib
import time:        98 |         98 |                       cuda.pathfinder._version
import time:       197 |      14377 |                     cuda.pathfinder
import time:      1557 |      18720 |                   cuda.bindings.cyruntime
import time:      7098 |      39770 |                 cuda.bindings.runtime
import time:       229 |      41717 |               torch.cuda._utils
import time:       434 |        434 |               torch.cuda.graphs
import time:       137 |        137 |               torch.cuda.green_contexts
import time:       194 |        194 |               torch.cuda.streams
import time:       105 |        105 |               pynvml
import time:      2639 |       2639 |                 torch.cuda._memory_viz
import time:       602 |       3241 |               torch.cuda.memory
import time:       165 |        165 |               torch.cuda.random
import time:       561 |        561 |                 torch.cuda.amp.autocast_mode
import time:        77 |         77 |                 torch.cuda.amp.common
import time:        93 |         93 |                 torch.cuda.amp.grad_scaler
import time:       115 |        845 |               torch.cuda.amp
import time:       117 |        117 |               torch.cuda.jiterator
import time:        96 |         96 |               torch.cuda.nvtx
import time:        75 |         75 |               torch.cuda.profiler
import time:        48 |         48 |               torch.cuda.sparse
import time:       239 |        239 |               torch.cuda.tunable
import time:     10783 |      58805 |             torch.cuda
import time:       127 |        127 |                 torch.sparse._semi_structured_conversions
import time:       117 |        117 |                 torch.sparse._semi_structured_ops
import time:       762 |       1005 |               torch.sparse.semi_structured
import time:       227 |       1232 |             torch.sparse
import time:       272 |        272 |             torch._compile
import time:       124 |        124 |             torch._VF
import time:       704 |        704 |                   torch.nn.parameter
import time:       881 |        881 |                       torch._prims_common
import time:       448 |        448 |                           torch.utils.backcompat
import time:       510 |        510 |                           torch.utils.collect_env
import time:       109 |        109 |                                         torch.distributed._pycute.typing
import time:       500 |        609 |                                       torch.distributed._pycute.int_tuple
import time:       257 |        257 |                                       torch.distributed._pycute.layout
import time:       141 |       1007 |                                     torch.distributed._pycute
import time:       818 |       1825 |                                   torch.distributed._mesh_layout
import time:       238 |        238 |                                   torch.utils._typing_utils
import time:      1404 |       1404 |                                     torch.utils._config_module
import time:      1799 |       3202 |                                   torch.distributed.config
import time:       147 |        147 |                                     torch.monitor
import time:        72 |         72 |                                       torch.distributed.logging_handlers
import time:       195 |        266 |                                     torch.distributed.c10d_logger
import time:        80 |         80 |                                     torch.distributed.constants
import time:       161 |        161 |                                     torch.distributed.rendezvous
import time:       109 |        109 |                                       torchcomms
import time:        20 |        128 |                                     torchcomms._comms
import time:        61 |         61 |                                       torchcomms
import time:        18 |         79 |                                     torchcomms._backend_wrapper
import time:      1770 |       2628 |                                   torch.distributed.distributed_c10d
import time:       969 |       8860 |                                 torch.distributed.device_mesh
import time:       143 |        143 |                                 torch.distributed.remote_device
import time:      3286 |      12288 |                               torch.distributed
import time:       255 |        255 |                                               torch.utils.data.datapipes._hook_iterator
import time:       340 |        594 |                                             torch.utils.data.datapipes._typing
import time:        88 |         88 |                                               torch.utils._import_utils
import time:        80 |         80 |                                                 torch.utils.data.datapipes.utils
import time:       762 |        841 |                                               torch.utils.data.datapipes.utils.common
import time:       459 |        459 |                                               torch.utils.data.dataset
import time:       438 |       1825 |                                             torch.utils.data.datapipes.datapipe
import time:       167 |       2586 |                                           torch.utils.data.datapipes._decorator
import time:       116 |        116 |                                             torch.utils.data.datapipes.dataframe.dataframe_wrapper
import time:       137 |        253 |                                           torch.utils.data.datapipes.dataframe.structures
import time:       760 |       3598 |                                         torch.utils.data.datapipes.dataframe.dataframes
import time:       310 |        310 |                                         torch.utils.data.datapipes.dataframe.datapipes
import time:       421 |       4329 |                                       torch.utils.data.datapipes.dataframe
import time:       541 |        541 |                                               torch.utils.data._utils.collate
import time:       128 |        128 |                                               torch.utils.data._utils.fetch
import time:        99 |         99 |                                               torch.utils.data._utils.pin_memory
import time:        73 |         73 |                                               torch.utils.data._utils.signal_handling
import time:      2094 |       2094 |                                               torch.utils.data._utils.worker
import time:       155 |       3087 |                                             torch.utils.data._utils
import time:        16 |       3103 |                                           torch.utils.data._utils.collate
import time:       584 |       3686 |                                         torch.utils.data.datapipes.iter.callable
import time:       521 |        521 |                                           torch.utils.data.sampler
import time:       265 |        785 |                                         torch.utils.data.datapipes.iter.combinatorics
import time:       570 |        570 |                                         torch.utils.data.datapipes.iter.combining
import time:       128 |        128 |                                           torch.utils.data.datapipes.iter.utils
import time:       157 |        285 |                                         torch.utils.data.datapipes.iter.filelister
import time:       128 |        128 |                                         torch.utils.data.datapipes.iter.fileopener
import time:       236 |        236 |                                         torch.utils.data.datapipes.iter.grouping
import time:       202 |        202 |                                           torch.utils.data.datapipes.utils.decoder
import time:       156 |        358 |                                         torch.utils.data.datapipes.iter.routeddecoder
import time:       142 |        142 |                                         torch.utils.data.datapipes.iter.selecting
import time:       291 |        291 |                                         torch.utils.data.datapipes.iter.sharding
import time:       137 |        137 |                                         torch.utils.data.datapipes.iter.streamreader
import time:       180 |       6793 |                                       torch.utils.data.datapipes.iter
import time:       498 |        498 |                                         torch.utils.data.datapipes.map.callable
import time:       192 |        192 |                                         torch.utils.data.datapipes.map.combinatorics
import time:       250 |        250 |                                         torch.utils.data.datapipes.map.combining
import time:       376 |        376 |                                         torch.utils.data.datapipes.map.grouping
import time:       137 |        137 |                                         torch.utils.data.datapipes.map.utils
import time:       131 |       1582 |                                       torch.utils.data.datapipes.map
import time:       167 |      12869 |                                     torch.utils.data.datapipes
import time:        13 |      12882 |                                   torch.utils.data.datapipes.iter
import time:        13 |      12895 |                                 torch.utils.data.datapipes.iter.sharding
import time:       114 |        114 |                                 torch.utils.data.graph
import time:       151 |      13159 |                               torch.utils.data.graph_settings
import time:      1016 |      26463 |                             torch.utils.data.dataloader
import time:       153 |        153 |                             torch.utils.data.distributed
import time:       128 |      26743 |                           torch.utils.data
import time:       102 |        102 |                           torch.utils.deterministic
import time:       191 |        191 |                           torch.utils.hooks
import time:       233 |        233 |                           torch.utils.backend_registration
import time:        69 |         69 |                           torch.utils.cpp_backtrace
import time:       114 |        114 |                           torch.utils.throughput_benchmark
import time:       228 |      28634 |                         torch.utils
import time:       127 |        127 |                         torchgen
import time:       275 |        275 |                             torchgen.code_template
import time:       506 |        780 |                           torchgen.utils
import time:     14006 |      14786 |                         torchgen.model
import time:      1075 |      44620 |                       torch.utils._python_dispatch
import time:      1285 |      46784 |                     torch.nn.modules.module
import time:       250 |        250 |                             torch.distributed.autograd
import time:       190 |        190 |                               torch.futures
import time:       105 |        105 |                               torch.distributed.rpc._utils
import time:        75 |         75 |                               torch.distributed.rpc.constants
import time:       431 |        431 |                               torch.distributed.rpc.internal
import time:       842 |       1641 |                             torch.distributed.rpc.api
import time:       378 |        378 |                             torch.distributed.rpc.backend_registry
import time:        89 |         89 |                             torch.distributed.rpc.functions
import time:       127 |        127 |                             torch.distributed.rpc.options
import time:        83 |         83 |                                                 torch._functorch
import time:       189 |        189 |                                                     torch.utils._contextlib
import time:       209 |        397 |                                                   torch.autograd.grad_mode
import time:       564 |        961 |                                                 torch.autograd.forward_ad
import time:       713 |       1756 |                                               torch._functorch.pyfunctorch
import time:       991 |       2746 |                                             torch._ops
import time:       631 |        631 |                                             torch._library.utils
import time:       898 |       4274 |                                           torch._library.autograd
import time:       194 |        194 |                                           torch._library.fake_impl
import time:       186 |        186 |                                             torch._library.effects
import time:       139 |        324 |                                           torch._library.simple_registry
import time:       286 |        286 |                                           torch._library.fake_class_registry
import time:        76 |         76 |                                             torch.utils._exposed_in
import time:       347 |        347 |                                             torch._library.custom_ops
import time:       847 |        847 |                                               torch._library.opaque_object
import time:       504 |       1350 |                                             torch._library.infer_schema
import time:       241 |       2012 |                                           torch._library.triton
import time:       165 |       7253 |                                         torch._library
import time:        25 |       7278 |                                       torch._library.opaque_object
import time:      6184 |      13461 |                                     torch.utils._pytree
import time:       196 |      13657 |                                   torch._vmap_internals
import time:       299 |        299 |                                   torch.autograd.functional
import time:       112 |        112 |                                     torch.autograd.variable
import time:       640 |        751 |                                   torch.autograd.graph
import time:       161 |        161 |                                   torch.autograd.anomaly_mode
import time:        81 |         81 |                                         torch._functorch.utils
import time:        98 |         98 |                                           torch._functorch.predispatch
import time:       194 |        291 |                                         torch._functorch.vmap
import time:       122 |        493 |                                       torch._functorch.apis
import time:       609 |       1102 |                                     torch._functorch.autograd_function
import time:       489 |       1590 |                                   torch.autograd.function
import time:       435 |        435 |                                       torch.testing._utils
import time:       548 |        548 |                                       torch.testing._comparison
import time:       142 |        142 |                                       torch.testing._creation
import time:       152 |       1276 |                                     torch.testing
import time:      3453 |       4728 |                                   torch.autograd.gradcheck
import time:      1099 |       1099 |                                     torch.autograd.profiler_util
import time:       990 |       2089 |                                   torch.autograd.profiler
import time:      1384 |      24656 |                                 torch.autograd
import time:       214 |      24869 |                               torch.autograd.profiler_legacy
import time:       127 |      24996 |                             torch.distributed.rpc.server_process_global_profiler
import time:       856 |      28333 |                           torch.distributed.rpc
import time:       954 |        954 |                                       pickletools
import time:       144 |        144 |                                       torch.package._digraph
import time:        81 |         81 |                                       torch.package._importlib
import time:        87 |         87 |                                       torch.package._mangling
import time:      5004 |       5004 |                                         torch.package.importer
import time:       136 |       5140 |                                       torch.package._package_pickler
import time:       158 |        158 |                                       torch.package._stdlib
import time:       119 |        119 |                                       torch.package.find_file_dependencies
import time:       109 |        109 |                                       torch.package.glob_group
import time:      1068 |       7856 |                                     torch.package.package_exporter
import time:       429 |       8285 |                                   torch.package.analyze.find_first_use_of_broken_modules
import time:       130 |        130 |                                   torch.package.analyze.trace_dependencies
import time:       465 |       8879 |                                 torch.package.analyze
import time:        88 |       8967 |                               torch.package.analyze.is_from_package
import time:       103 |        103 |                               torch.package.file_structure_representation
import time:       107 |        107 |                                 torch.package._directory_reader
import time:        85 |         85 |                                 torch.package._package_unpickler
import time:       661 |        852 |                               torch.package.package_importer
import time:       132 |      10053 |                             torch.package
import time:        20 |      10073 |                           torch.package._mangling
import time:       190 |        190 |                           torch._awaits
import time:       628 |      39223 |                         torch._jit_internal
import time:      1492 |       1492 |                         torch._torch_docs
import time:       111 |        111 |                         torch.nn._reduction
import time:        94 |         94 |                           torch.nn.modules.utils
import time:        89 |        183 |                         torch.nn.grad
import time:      5125 |      46131 |                       torch.nn.functional
import time:       300 |        300 |                       torch.nn.init
import time:       201 |        201 |                       torch.nn.modules.lazy
import time:       381 |      47012 |                     torch.nn.modules.linear
import time:       750 |        750 |                     torch.nn.modules.activation
import time:       382 |        382 |                       torch.nn.modules.container
import time:       267 |        648 |                     torch.nn.modules.adaptive
import time:       224 |        224 |                       torch.nn.modules._functions
import time:       320 |        543 |                     torch.nn.modules.batchnorm
import time:       112 |        112 |                     torch.nn.modules.channelshuffle
import time:       490 |        490 |                       torch.nn.common_types
import time:       574 |       1063 |                     torch.nn.modules.conv
import time:       145 |        145 |                     torch.nn.modules.distance
import time:       151 |        151 |                     torch.nn.modules.dropout
import time:       122 |        122 |                     torch.nn.modules.flatten
import time:       112 |        112 |                     torch.nn.modules.fold
import time:       198 |        198 |                     torch.nn.modules.instancenorm
import time:       642 |        642 |                     torch.nn.modules.loss
import time:       198 |        198 |                     torch.nn.modules.normalization
import time:       304 |        304 |                     torch.nn.modules.padding
import time:       112 |        112 |                     torch.nn.modules.pixelshuffle
import time:       472 |        472 |                     torch.nn.modules.pooling
import time:        69 |         69 |                               torch.__future__
import time:       221 |        289 |                             torch.nn.utils.parametrize
import time:       742 |       1031 |                           torch.nn.utils.parametrizations
import time:       421 |        421 |                           torch.nn.utils.rnn
import time:       165 |        165 |                             torch.nn.utils._named_member_accessor
import time:       163 |        328 |                           torch.nn.utils.stateless
import time:       123 |        123 |                             torch.utils._foreach_utils
import time:       394 |        517 |                           torch.nn.utils.clip_grad
import time:        88 |         88 |                           torch.nn.utils.convert_parameters
import time:       140 |        140 |                           torch.nn.utils.fusion
import time:        73 |         73 |                           torch.nn.utils.init
import time:        85 |         85 |                           torch.nn.utils.memory_format
import time:       174 |        174 |                           torch.nn.utils.spectral_norm
import time:       127 |        127 |                           torch.nn.utils.weight_norm
import time:       173 |       3151 |                         torch.nn.utils
