import time: self [us] | cumulative | imported package
import time:       236 |      12742 |           numpy.lib
import time:       102 |        102 |           numpy._array_api_info
import time:       892 |      44153 |         numpy
import time:      1544 |       1544 |         matplotlib._c_internal_utils
import time:       132 |        132 |           matplotlib._docstring
import time:       314 |        445 |         matplotlib.mlab
import time:       689 |      47514 |       matplotlib.cbook
import time:       628 |        628 |           matplotlib.backends.registry
import time:       103 |        730 |         matplotlib.backends
import time:        72 |         72 |             binascii
import time:       198 |        270 |           base64
import time:       471 |        471 |             PIL._version
import time:       163 |        633 |           PIL
import time:      2680 |       2680 |             PIL.ExifTags
import time:       358 |        358 |             PIL.ImageMode
import time:       686 |        686 |             PIL.TiffTags
import time:       106 |        106 |             PIL._binary
import time:        74 |         74 |             PIL._deprecate
import time:        83 |         83 |             PIL._util
import time:        82 |         82 |                     xml
import time:       445 |        526 |                   xml.parsers
import time:       135 |        135 |                   pyexpat
import time:       415 |       1076 |                 xml.parsers.expat
import time:       557 |       1632 |               defusedxml.common
import time:       127 |       1759 |             defusedxml
import time:        68 |         68 |                 xml.etree
import time:       365 |        365 |                 xml.etree.ElementPath
import time:        84 |         84 |                 _elementtree
import time:       898 |       1413 |               xml.etree.ElementTree
import time:         4 |          4 |               _elementtree
import time:       581 |       1997 |             defusedxml.ElementTree
import time:      8380 |       8380 |             PIL._imaging
import time:      1517 |      17633 |           PIL.Image
import time:       428 |        428 |                 _decimal
import time:        89 |        517 |               decimal
import time:      1163 |       1679 |             fractions
import time:       137 |        137 |             PIL.ImageChops
import time:       578 |        578 |             PIL.ImageFile
import time:        73 |         73 |               array
import time:       127 |        127 |               PIL.GimpGradientFile
import time:        87 |         87 |               PIL.GimpPaletteFile
import time:       154 |        154 |               PIL.ImageColor
import time:       270 |        270 |               PIL.PaletteFile
import time:       193 |        899 |             PIL.ImagePalette
import time:        93 |         93 |             PIL.ImageSequence
import time:      1146 |       4530 |           PIL.PngImagePlugin
import time:       315 |        315 |           matplotlib._cm
import time:      1497 |       1497 |                 matplotlib._path
import time:       722 |        722 |                   matplotlib.bezier
import time:       336 |       1057 |                 matplotlib.path
import time:      1065 |       3618 |               matplotlib.transforms
import time:      3008 |       6626 |             matplotlib.ticker
import time:       599 |       7224 |           matplotlib.scale
import time:       502 |        502 |           matplotlib._color_data
import time:      1747 |      32851 |         matplotlib.colors
import time:       490 |        490 |             pyparsing.warnings
import time:       377 |        377 |             pyparsing.util
import time:       307 |        307 |               pyparsing.unicode
import time:      1505 |       1812 |             pyparsing.exceptions
import time:       258 |        258 |               pyparsing.results
import time:       299 |        557 |             pyparsing.actions
import time:      8266 |       8266 |             pyparsing.core
import time:      1169 |       1169 |                   html.entities
import time:       305 |       1473 |                 html
import time:        18 |       1491 |               html.entities
import time:      1954 |       3445 |             pyparsing.helpers
import time:       201 |        201 |                   unittest.util
import time:       582 |        783 |                 unittest.result
import time:       554 |        554 |                 unittest.case
import time:       192 |        192 |                 unittest.suite
import time:       405 |        405 |                 unittest.loader
import time:       525 |        525 |                     gettext
import time:       953 |       1478 |                   argparse
import time:        99 |         99 |                     unittest.signals
import time:       200 |        299 |                   unittest.runner
import time:       166 |       1941 |                 unittest.main
import time:       151 |       4023 |               unittest
import time:       250 |       4273 |             pyparsing.testing
import time:      3174 |       3174 |             pyparsing.common
import time:       307 |        307 |                 importlib.resources.abc
import time:       589 |        895 |               importlib.resources._common
import time:       101 |        101 |               importlib.resources._functional
import time:       134 |       1129 |             importlib.resources
import time:       514 |      24032 |           pyparsing
import time:       297 |      24328 |         matplotlib._fontconfig_pattern
import time:       351 |        351 |         matplotlib._enums
import time:       322 |        322 |         cycler
import time:      4191 |       4191 |           numpy.ma.core
import time:       671 |        671 |           numpy.ma.extras
import time:       199 |       5060 |         numpy.ma
import time:      2043 |      65682 |       matplotlib.rcsetup
import time:      2599 |       2599 |       matplotlib.ft2font
import time:       421 |        421 |       dateutil._version
import time:       160 |        160 |         kiwisolver.exceptions
import time:      1531 |       1691 |       kiwisolver._cext
import time:      1922 |       1922 |           matplotlib.artist
import time:       963 |       2885 |         matplotlib.colorizer
import time:      3365 |       3365 |         matplotlib._cm_listed
import time:       615 |        615 |         matplotlib._cm_multivar
import time:       650 |        650 |         matplotlib._cm_bivar
import time:      2702 |      10214 |       matplotlib.cm
import time:      9291 |     164319 |     matplotlib
import time:      1426 |       1426 |       matplotlib._image
import time:       195 |        195 |           _socket
import time:      1062 |       1256 |         socket
import time:        37 |         37 |             _uuid
import time:       336 |        372 |           uuid
import time:       131 |        131 |           matplotlib._pylab_helpers
import time:       939 |       1441 |         matplotlib.backend_tools
import time:        42 |         42 |                   _json
import time:       297 |        339 |                 json.scanner
import time:       673 |       1011 |               json.decoder
import time:       279 |        279 |               json.encoder
import time:       157 |       1446 |             json
import time:       664 |        664 |             plistlib
import time:       926 |        926 |               matplotlib._mathtext_data
import time:       584 |       1509 |             matplotlib._afm
import time:      2263 |       5882 |           matplotlib.font_manager
import time:       226 |        226 |             matplotlib.hatch
import time:       721 |        721 |               matplotlib.markers
import time:      3872 |       4593 |             matplotlib.lines
import time:     16593 |      21410 |           matplotlib.patches
import time:       118 |        118 |               urllib
import time:       986 |        986 |               ipaddress
import time:      1279 |       2382 |             urllib.parse
import time:       178 |        178 |             matplotlib._text_helpers
import time:       445 |        445 |                     fontTools.misc
import time:        53 |         53 |                       gc
import time:       166 |        219 |                     timeit
import time:       555 |       1218 |                   fontTools.misc.loggingTools
import time:       138 |       1355 |                 fontTools
import time:       130 |        130 |                 fontTools.misc.textTools
import time:      5139 |       6623 |               fontTools.agl
import time:      1884 |       8506 |             matplotlib.dviread
import time:        62 |         62 |                 unicodedata
import time:       318 |        318 |                   numpy._typing._add_docstring
import time:       132 |        449 |                 numpy.typing
import time:      2395 |       2904 |               matplotlib._mathtext
import time:       209 |       3113 |             matplotlib.mathtext
import time:      1137 |       1137 |                 _hashlib
import time:        49 |         49 |                 _blake2
import time:       180 |       1366 |               hashlib
import time:       243 |       1608 |             matplotlib.texmanager
import time:       400 |      16184 |           matplotlib.textpath
import time:      4364 |      47839 |         matplotlib.text
import time:       136 |        136 |         matplotlib._tight_bbox
import time:     14298 |      14298 |           matplotlib.collections
import time:      1806 |      16103 |         matplotlib.widgets
import time:       254 |        254 |         matplotlib.backend_managers
import time:       186 |        186 |             matplotlib._layoutgrid
import time:       215 |        400 |           matplotlib._constrained_layout
import time:       112 |        112 |           matplotlib._tight_layout
import time:       171 |        682 |         matplotlib.layout_engine
import time:      1541 |      69250 |       matplotlib.backend_bases
import time:      4202 |      74876 |     matplotlib.image
import time:     56386 |      56386 |     matplotlib.style
import time:        92 |         92 |       matplotlib._blocking_input
import time:      5304 |       5304 |             matplotlib.offsetbox
import time:       182 |        182 |               matplotlib.units
import time:      5540 |       5722 |             matplotlib.axis
import time:       422 |        422 |             matplotlib.gridspec
import time:      1209 |       1209 |             matplotlib.spines
import time:      2038 |       2038 |             matplotlib.table
import time:      4536 |      19229 |           matplotlib.axes._base
import time:       740 |        740 |                   calendar
import time:       916 |        916 |                   six
import time:        87 |         87 |                   dateutil._common
import time:        39 |         39 |                     six.moves
import time:       177 |        177 |                     dateutil.tz._common
import time:       135 |        135 |                     dateutil.tz._factories
import time:        18 |         18 |                       six.moves.winreg
import time:       158 |        175 |                     dateutil.tz.win
import time:       943 |       1466 |                   dateutil.tz.tz
import time:      1500 |       4707 |                 dateutil.parser._parser
import time:       236 |        236 |                 dateutil.parser.isoparser
import time:       171 |       5113 |               dateutil.parser
import time:       209 |       5321 |             matplotlib.category
import time:      2190 |       2190 |             matplotlib.contour
import time:       700 |        700 |               dateutil.rrule
import time:       622 |       1322 |             matplotlib.dates
import time:       736 |        736 |             matplotlib.inset
import time:       198 |        198 |               matplotlib.container
import time:       368 |        368 |               matplotlib.legend_handler
import time:      1405 |       1969 |             matplotlib.legend
import time:      3167 |       3167 |             matplotlib.quiver
import time:        82 |         82 |               matplotlib._style_helpers
import time:       129 |        211 |             matplotlib.stackplot
import time:       267 |        267 |             matplotlib.streamplot
import time:       798 |        798 |               matplotlib.tri._triangulation
import time:      1147 |       1147 |               matplotlib.tri._tricontour
import time:       152 |        152 |               matplotlib.tri._trifinder
import time:       129 |        129 |                 matplotlib.tri._tritools
import time:       573 |        702 |               matplotlib.tri._triinterpolate
import time:       858 |        858 |               matplotlib.tri._tripcolor
import time:       107 |        107 |               matplotlib.tri._triplot
import time:       161 |        161 |               matplotlib.tri._trirefine
import time:       142 |       4064 |             matplotlib.tri
import time:      1820 |       1820 |             matplotlib.axes._secondary_axes
import time:     11010 |      32071 |           matplotlib.axes._axes
import time:       151 |      51450 |         matplotlib.axes
import time:      7083 |       7083 |         matplotlib.projections.geo
import time:      5275 |       5275 |         matplotlib.projections.polar
import time:       159 |        159 |           mpl_toolkits
import time:       134 |        134 |               mpl_toolkits.mplot3d.proj3d
import time:      8124 |       8258 |             mpl_toolkits.mplot3d.art3d
import time:      3523 |       3523 |             mpl_toolkits.mplot3d.axis3d
import time:      5861 |      17641 |           mpl_toolkits.mplot3d.axes3d
import time:       487 |      18285 |         mpl_toolkits.mplot3d
import time:       399 |      82489 |       matplotlib.projections
import time:      1317 |       1317 |       matplotlib.colorbar
import time:      4083 |      87979 |     matplotlib.figure
import time:      5571 |     389131 |   matplotlib.pyplot
import time:       507 |        507 |     cyclopts._version
import time:       339 |        339 |               attr._compat
import time:        71 |         71 |                 attr._config
import time:       168 |        168 |                   attr.exceptions
import time:        70 |        238 |                 attr.setters
import time:      3269 |       3577 |               attr._make
import time:       465 |       4380 |             attr.converters
import time:       118 |        118 |             attr.filters
import time:      3023 |       3023 |             attr.validators
import time:       128 |        128 |             attr._cmp
import time:       118 |        118 |             attr._funcs
import time:       127 |        127 |             attr._next_gen
import time:       461 |        461 |             attr._version_info
import time:       292 |       8644 |           attr
import time:       447 |        447 |           attrs.converters
import time:        61 |         61 |           attrs.exceptions
import time:        52 |         52 |           attrs.filters
import time:        49 |         49 |           attrs.setters
import time:        53 |         53 |           attrs.validators
import time:       185 |       9487 |         attrs
import time:      3335 |       3335 |         cyclopts.utils
import time:       179 |      13000 |       cyclopts.annotations
import time:       683 |        683 |         cyclopts.command_spec
import time:      1036 |       1036 |         cyclopts.group
import time:       635 |        635 |         cyclopts.token
import time:      6890 |       9244 |       cyclopts.exceptions
import time:       840 |        840 |       cyclopts.field_info
import time:       447 |      23529 |     cyclopts._convert
import time:       127 |        127 |     cyclopts._env_var
import time:       188 |        188 |     cyclopts._result_action
import time:       162 |        162 |     cyclopts._run
import time:      2138 |       2138 |         cyclopts.parameter
import time:       219 |        219 |         cyclopts.argument.utils
import time:      1848 |       4204 |       cyclopts.argument._argument
import time:       333 |        333 |       cyclopts.argument._collection
import time:       111 |       4648 |     cyclopts.argument
import time:       487 |        487 |         cyclopts.group_extractors
import time:       176 |        662 |       cyclopts.app_stack
import time:       341 |        341 |       cyclopts.bind
import time:      2311 |       2311 |           cyclopts.config._common
import time:       546 |        546 |           cyclopts.config._env
import time:       127 |        127 |           cyclopts.config._json
import time:        92 |         92 |           cyclopts.config._toml
import time:        77 |         77 |           cyclopts.config._yaml
import time:       125 |       3274 |         cyclopts.config
import time:        21 |       3294 |       cyclopts.config._env
import time:        71 |         71 |       cyclopts.panel
import time:       114 |        114 |       cyclopts.protocols
import time:       762 |        762 |       readline
import time:      3061 |       8302 |     cyclopts.core
import time:       279 |      37738 |   cyclopts
import time:       603 |        603 |     loguru._defaults
import time:       249 |        249 |           multiprocessing.process
import time:       233 |        233 |           multiprocessing.reduction
import time:       732 |       1213 |         multiprocessing.context
import time:       158 |       1370 |       multiprocessing
import time:       103 |        103 |               concurrent
import time:       998 |        998 |               concurrent.futures._base
import time:       551 |       1650 |             concurrent.futures
import time:       557 |        557 |               _ssl
import time:      1692 |       2249 |             ssl
import time:       203 |        203 |             asyncio.constants
import time:       107 |        107 |             asyncio.coroutines
import time:        86 |         86 |               asyncio.format_helpers
import time:        92 |         92 |                 asyncio.base_futures
import time:       135 |        135 |                 asyncio.exceptions
import time:        88 |         88 |                 asyncio.base_tasks
import time:       118 |        431 |               _asyncio
import time:       383 |        899 |             asyncio.events
import time:       170 |        170 |             asyncio.futures
import time:       131 |        131 |             asyncio.protocols
import time:       187 |        187 |               asyncio.transports
import time:        63 |         63 |               asyncio.log
import time:       660 |        909 |             asyncio.sslproto
import time:        79 |         79 |                 asyncio.mixins
import time:       357 |        435 |               asyncio.locks
import time:       202 |        202 |                 asyncio.queues
import time:       325 |        325 |                 asyncio.timeouts
import time:      1432 |       1957 |               asyncio.tasks
import time:       131 |       2523 |             asyncio.staggered
import time:       117 |        117 |             asyncio.trsock
import time:      1068 |      10021 |           asyncio.base_events
import time:       221 |        221 |           asyncio.runners
import time:       271 |        271 |           asyncio.streams
import time:       162 |        162 |           asyncio.subprocess
import time:       107 |        107 |           asyncio.taskgroups
import time:        68 |         68 |           asyncio.threads
import time:       178 |        178 |             asyncio.base_subprocess
import time:       565 |        565 |             asyncio.selector_events
import time:       499 |       1240 |           asyncio.unix_events
import time:       158 |      12244 |         asyncio
import time:        90 |      12334 |       loguru._asyncio_loop
import time:       101 |        101 |       loguru._colorama
import time:        57 |         57 |       loguru._filters
import time:       223 |        223 |       loguru._better_exceptions
import time:       412 |        412 |       loguru._colorizer
import time:        75 |         75 |       loguru._contextvars
import time:       390 |        390 |       loguru._datetime
import time:        87 |         87 |       loguru._error_interceptor
import time:       104 |        104 |         loguru._string_parsers
import time:        76 |         76 |         loguru._ctime_functions
import time:       239 |        418 |       loguru._file_sink
import time:        62 |         62 |       loguru._get_frame
import time:        65 |         65 |         loguru._locks_machinery
import time:       159 |        223 |       loguru._handler
import time:       216 |        216 |       loguru._recattrs
import time:       141 |        141 |       loguru._simple_sinks
import time:       553 |      16656 |     loguru._logger
import time:       468 |        468 |     _sysconfigdata__linux_x86_64-linux-gnu
import time:      3960 |      21685 |   loguru
import time:       461 |        461 |       rich._extension
import time:       307 |        768 |     rich
import time:       270 |        270 |     rich.repr
import time:       379 |        379 |     rich._loop
import time:        70 |         70 |     rich._pick
import time:        95 |         95 |     rich.abc
import time:       364 |        364 |         rich._unicode_data._versions
import time:       142 |        506 |       rich._unicode_data
import time:       524 |       1029 |     rich.cells
import time:       155 |        155 |         rich._wrap
import time:       140 |        140 |                   rich.errors
import time:       104 |        104 |                     colorsys
import time:       220 |        220 |                         rich.color_triplet
import time:       137 |        357 |                       rich.palette
import time:        77 |        433 |                     rich._palettes
import time:       159 |        159 |                     rich.terminal_theme
import time:       880 |       1575 |                   rich.color
import time:       750 |       2464 |                 rich.style
import time:       811 |       3274 |               rich.segment
import time:       122 |       3395 |             rich.jupyter
import time:        77 |         77 |               rich.protocol
import time:       287 |        363 |             rich.measure
import time:        92 |       3849 |           rich.constrain
import time:       216 |       4065 |         rich.align
import time:       295 |        295 |         rich.containers
import time:       221 |        221 |         rich.control
import time:       214 |        214 |           rich._emoji_replace
import time:       183 |        396 |         rich.emoji
import time:       843 |       5973 |       rich.text
import time:       256 |       6228 |     rich.highlighter
import time:      1548 |      10383 |   rich.pretty
import time:       107 |        107 |         email
import time:       386 |        386 |             zipfile._path.glob
import time:       609 |        995 |           zipfile._path
import time:       927 |       1922 |         zipfile
import time:       513 |        513 |         importlib.metadata._meta
import time:       192 |        192 |         importlib.metadata._collections
import time:        84 |         84 |         importlib.metadata._functools
import time:        65 |         65 |         importlib.metadata._itertools
import time:       287 |        287 |         importlib.abc
import time:       780 |       3946 |       importlib.metadata
import time:       364 |        364 |           quopri
import time:       193 |        193 |             email._parseaddr
import time:       351 |        544 |           email.utils
import time:       337 |        337 |           email.errors
import time:       155 |        155 |               email.quoprimime
import time:        74 |         74 |               email.base64mime
import time:        71 |         71 |                 email.encoders
import time:       138 |        209 |               email.charset
import time:       446 |        882 |             email.header
import time:       227 |       1109 |           email._policybase
import time:       199 |        199 |           email._encoded_words
import time:        86 |         86 |           email.iterators
import time:       730 |       3364 |         email.message
import time:       106 |        106 |         importlib.metadata._text
import time:       199 |       3668 |       importlib.metadata._adapters
import time:       444 |        444 |         email.feedparser
import time:       167 |        611 |       email.parser
import time:      4850 |      13074 |     utils4plans
import time:       164 |        164 |       rich._null_file
import time:       230 |        230 |       rich._log_render
import time:       207 |        600 |     rich.logging
import time:       427 |        427 |         rich.default_styles
import time:       200 |        200 |         rich.theme
import time:       138 |        763 |       rich.themes
import time:        74 |         74 |       rich._export_format
import time:        61 |         61 |       rich._fileno
import time:       573 |        573 |       rich.markup
import time:       137 |        137 |       rich.pager
import time:       202 |        202 |       rich.region
import time:       110 |        110 |       rich.screen
import time:        88 |         88 |       rich.styled
import time:      5257 |       7261 |     rich.console
import time:       446 |      21379 |   utils4plans.logs
import time:       392 |        392 |           plyze.flow_graph
import time:       378 |        770 |         plyze.flow_graph.create
import time:       114 |        114 |             plan2eplus
import time:       336 |        449 |           plan2eplus.ezcase
import time:        64 |         64 |               plan2eplus.ops
import time:       310 |        374 |             plan2eplus.ops.afn
import time:        48 |         48 |                 plan2eplus.ops.schedules
import time:       357 |        404 |               plan2eplus.ops.schedules.interfaces
import time:        66 |         66 |                     xarray.coding
import time:       399 |        399 |                         pandas.compat._constants
import time:        76 |         76 |                             pandas.util
import time:      1100 |       1175 |                           pandas.util.version
import time:       268 |       1442 |                         pandas.compat.numpy
import time:       417 |        417 |                             pyarrow._generated_version
import time:       815 |        815 |                                 cloudpickle.cloudpickle
import time:       277 |       1091 |                               cloudpickle
import time:       157 |        157 |                               pyarrow.util
import time:        56 |         56 |                                 _queue
import time:       290 |        346 |                               queue
import time:     23238 |      24830 |                             pyarrow.lib
import time:       222 |        222 |                             pyarrow.ipc
import time:       672 |        672 |                             pyarrow.types
import time:       389 |      26528 |                           pyarrow
import time:       419 |      26947 |                         pandas.compat.pyarrow
import time:       490 |      29276 |                       pandas.compat
import time:      1220 |       1220 |                                   numpy.random._common
import time:       168 |        168 |                                     hmac
import time:       149 |        317 |                                   secrets
import time:      1353 |       2889 |                                 numpy.random.bit_generator
import time:      1477 |       4365 |                               numpy.random._bounded_integers
import time:      1630 |       1630 |                                   numpy.random._pcg64
import time:      2041 |       3670 |                                 numpy.random._generator
import time:      1224 |       1224 |                                 numpy.random._mt19937
import time:      1338 |       1338 |                                 numpy.random._philox
import time:      1114 |       1114 |                                 numpy.random._sfc64
import time:      2392 |       2392 |                                 numpy.random.mtrand
import time:       135 |       9871 |                               numpy.random._pickle
import time:       175 |      14410 |                             numpy.random
import time:      2124 |      16533 |                           pandas._typing
import time:       157 |        157 |                           pandas.util._exceptions
import time:      1000 |      17689 |                         pandas._config.config
