import time: self [us] | cumulative | imported package
import time:       206 |        206 |                         pandas._config.dates
import time:       112 |        112 |                         pandas._config.display
import time:       171 |      18176 |                       pandas._config
import time:        87 |         87 |                         pandas.core
import time:      1323 |       1323 |                               pandas._libs.pandas_parser
import time:       973 |        973 |                               pandas._libs.pandas_datetime
import time:      1402 |       1402 |                                             pandas._libs._cyutility
import time:      1182 |       2583 |                                           pandas._libs.tslibs.ccalendar
import time:      1138 |       1138 |                                           pandas._libs.tslibs.np_datetime
import time:      1917 |       5638 |                                         pandas._libs.tslibs.dtypes
import time:      1173 |       1173 |                                           pandas._libs.tslibs.base
import time:      1430 |       1430 |                                               pandas._libs.tslibs.nattype
import time:       461 |        461 |                                                     zoneinfo._tzpath
import time:       142 |        142 |                                                     zoneinfo._common
import time:       205 |        205 |                                                     _zoneinfo
import time:       177 |        983 |                                                   zoneinfo
import time:       310 |        310 |                                                   zoneinfo._zoneinfo
import time:       142 |        142 |                                                   pandas.compat._optional
import time:      1611 |       3045 |                                                 pandas._libs.tslibs.timezones
import time:      1021 |       1021 |                                                   pandas._libs.properties
import time:       196 |       1217 |                                                 pandas.util._decorators
import time:       854 |        854 |                                                   _strptime
import time:       138 |        138 |                                                   pandas._config.localization
import time:      1186 |       2177 |                                                 pandas._libs.tslibs.fields
import time:      1603 |       8041 |                                               pandas._libs.tslibs.timedeltas
import time:      1179 |       1179 |                                               pandas._libs.tslibs.tzconversion
import time:      1861 |      12508 |                                             pandas._libs.tslibs.timestamps
import time:       107 |        107 |                                             dateutil.easter
import time:      2494 |      15108 |                                           pandas._libs.tslibs.offsets
import time:      1499 |       1499 |                                             pandas._libs.tslibs.strptime
import time:      1286 |       2784 |                                           pandas._libs.tslibs.parsing
import time:      1287 |      20351 |                                         pandas._libs.tslibs.conversion
import time:      1507 |       1507 |                                         pandas._libs.tslibs.period
import time:      1186 |       1186 |                                         pandas._libs.tslibs.vectorized
import time:       185 |      28864 |                                       pandas._libs.tslibs
import time:        36 |      28900 |                                     pandas._libs.tslibs.nattype
import time:      1009 |       1009 |                                     pandas._libs.ops_dispatch
import time:      1253 |      31161 |                                   pandas._libs.missing
import time:      2009 |      33169 |                                 pandas._libs.hashtable
import time:      1753 |       1753 |                                 pandas._libs.algos
import time:      1444 |      36365 |                               pandas._libs.interval
import time:       103 |      38763 |                             pandas._libs
import time:        16 |      38779 |                           pandas._libs.tslibs
import time:       533 |      39311 |                         pandas.errors
import time:      1009 |      40407 |                       pandas.core.config_init
import time:        83 |         83 |                           pandas.core.dtypes
import time:      1695 |       1695 |                           pandas._libs.lib
import time:       332 |        332 |                             pandas.core.dtypes.generic
import time:       411 |        742 |                           pandas.core.dtypes.base
import time:       141 |        141 |                           pandas.core.dtypes.inference
import time:      1400 |       4059 |                         pandas.core.dtypes.dtypes
import time:       250 |        250 |                           pandas.core.dtypes.common
import time:       234 |        484 |                         pandas.core.dtypes.missing
import time:        86 |         86 |                               pandas.io
import time:       593 |        679 |                             pandas.io._util
import time:       356 |       1034 |                           pandas.core.dtypes.cast
import time:       114 |        114 |                             pandas.core.dtypes.astype
import time:       126 |        239 |                           pandas.core.dtypes.concat
import time:        75 |         75 |                             pandas.core.array_algos
import time:       219 |        219 |                                 pandas.core.col
import time:       230 |        449 |                               pandas.core.common
import time:       398 |        847 |                             pandas.core.construction
import time:       606 |       1527 |                           pandas.core.array_algos.take
import time:       455 |        455 |                             pandas.core.indexers.utils
import time:       107 |        561 |                           pandas.core.indexers
import time:       323 |       3682 |                         pandas.core.algorithms
import time:      5017 |       5017 |                                 pyarrow._compute
import time:       176 |        176 |                                 pyarrow._compute_docstrings
import time:        89 |         89 |                                 pyarrow.vendored
import time:       306 |        306 |                                     pkgutil
import time:       101 |        101 |                                       _pyrepl
import time:       552 |        653 |                                     _pyrepl.pager
import time:      1335 |       2293 |                                   pydoc
import time:      1520 |       3812 |                                 pyarrow.vendored.docscrape
import time:     22623 |      31715 |                               pyarrow.compute
import time:       761 |      32475 |                             pandas.core.arrays.arrow.accessors
import time:       306 |        306 |                               pandas.core.missing
import time:      1299 |       1299 |                                   pandas._libs.ops
import time:       113 |        113 |                                   pandas.core.roperator
import time:       121 |        121 |                                   pandas.core.computation
import time:       185 |        185 |                                     pandas.core.computation.check
import time:       562 |        747 |                                   pandas.core.computation.expressions
import time:        98 |         98 |                                   pandas.core.ops.missing
import time:       104 |        104 |                                   pandas.core.ops.dispatch
import time:       110 |        110 |                                   pandas.core.ops.invalid
import time:       770 |       3358 |                                 pandas.core.ops.array_ops
import time:        91 |         91 |                                 pandas.core.ops.common
import time:       130 |        130 |                                 pandas.core.ops.docstrings
import time:        93 |         93 |                                 pandas.core.ops.mask_ops
import time:       129 |       3799 |                               pandas.core.ops
import time:       268 |        268 |                               pandas.core.arraylike
import time:       246 |        246 |                               pandas.core.arrays._arrow_string_mixins
import time:        83 |         83 |                               pandas.core.arrays._utils
import time:       207 |        207 |                                   pandas.util._validators
import time:       847 |       1054 |                                 pandas.compat.numpy.function
import time:       103 |        103 |                                 pandas.core.array_algos.quantile
import time:       189 |        189 |                                 pandas.core.sorting
import time:       527 |       1872 |                               pandas.core.arrays.base
import time:       705 |        705 |                                 pandas.core.nanops
import time:       103 |        103 |                                 pandas.core.array_algos.masked_accumulations
import time:        96 |         96 |                                 pandas.core.array_algos.masked_reductions
import time:        68 |         68 |                                 pandas.core.array_algos.transforms
import time:        93 |         93 |                                   pandas.core.util
import time:      1216 |       1216 |                                   pandas._libs.hashing
import time:       550 |       1858 |                                 pandas.core.util.hashing
import time:       503 |       3330 |                               pandas.core.arrays.masked
import time:      1138 |       1138 |                                 pandas._libs.arrays
import time:       419 |        419 |                                   pandas.core.arrays.numeric
import time:       191 |        610 |                                 pandas.core.arrays.floating
import time:       247 |        247 |                                 pandas.core.arrays.integer
import time:       369 |        369 |                                   pandas.core.arrays._mixins
import time:       101 |        101 |                                     pandas.core.strings
import time:       692 |        793 |                                   pandas.core.strings.object_array
import time:       239 |       1399 |                                 pandas.core.arrays.numpy_
import time:        92 |         92 |                                 pandas.io.formats
import time:       126 |        126 |                                   pandas.io.formats.console
import time:       588 |        713 |                                 pandas.io.formats.printing
import time:       428 |       4623 |                               pandas.core.arrays.string_
import time:        87 |         87 |                                 pandas.tseries
import time:       643 |        730 |                               pandas.tseries.frequencies
import time:      1371 |      16623 |                             pandas.core.arrays.arrow.array
import time:       432 |      49529 |                           pandas.core.arrays.arrow
import time:       219 |        219 |                           pandas.core.arrays.boolean
import time:        58 |         58 |                               _csv
import time:       499 |        556 |                             csv
import time:       175 |        175 |                             pandas.core.accessor
import time:       360 |        360 |                             pandas.core.base
import time:       636 |       1726 |                           pandas.core.arrays.categorical
import time:      1494 |       1494 |                             pandas._libs.tslib
import time:        93 |         93 |                               pandas.core.array_algos.datetimelike_accumulations
import time:       706 |        798 |                             pandas.core.arrays.datetimelike
import time:       111 |        111 |                             pandas.core.arrays._ranges
import time:        89 |         89 |                             pandas.tseries.offsets
import time:       713 |       3204 |                           pandas.core.arrays.datetimes
import time:       420 |        420 |                             pandas.core.arrays.timedeltas
import time:       628 |       1048 |                           pandas.core.arrays.interval
import time:       416 |        416 |                           pandas.core.arrays.period
import time:      1331 |       1331 |                                 pandas._libs.sparse
import time:       599 |       1930 |                               pandas.core.arrays.sparse.array
import time:       552 |       2481 |                             pandas.core.arrays.sparse.accessor
import time:       114 |       2595 |                           pandas.core.arrays.sparse
import time:       678 |        678 |                           pandas.core.arrays.string_arrow
import time:       138 |      59547 |                         pandas.core.arrays
import time:       148 |        148 |                         pandas.core.flags
import time:      1295 |       1295 |                               pandas._libs.internals
import time:        99 |         99 |                                 pandas.core._numba
import time:       106 |        106 |                                 pandas.core.util.numba_
import time:       480 |        684 |                               pandas.core._numba.executor
import time:       633 |       2611 |                             pandas.core.apply
import time:       400 |        400 |                               pandas.errors.cow
import time:      1050 |       1050 |                                   pandas._libs.indexing
import time:       103 |        103 |                                     pandas.core.indexes
import time:      1676 |       1676 |                                       pandas._libs.index
import time:      1286 |       1286 |                                       pandas._libs.writers
import time:      1336 |       1336 |                                       pandas._libs.join
import time:       131 |        131 |                                       pandas.core.array_algos.putmask
import time:       135 |        135 |                                       pandas.core.indexes.frozen
import time:       596 |        596 |                                       pandas.core.strings.accessor
import time:      1505 |       6661 |                                     pandas.core.indexes.base
import time:       187 |        187 |                                       pandas.core.indexes.extension
import time:       396 |        583 |                                     pandas.core.indexes.category
import time:       404 |        404 |                                         pandas.core.indexes.range
import time:        92 |         92 |                                           pandas.core.tools
import time:       491 |        583 |                                         pandas.core.tools.timedeltas
import time:       370 |       1357 |                                       pandas.core.indexes.datetimelike
import time:       105 |        105 |                                       pandas.core.tools.times
import time:       520 |       1981 |                                     pandas.core.indexes.datetimes
import time:       801 |        801 |                                       pandas.core.indexes.multi
import time:       345 |        345 |                                       pandas.core.indexes.timedeltas
import time:       593 |       1738 |                                     pandas.core.indexes.interval
import time:       417 |        417 |                                     pandas.core.indexes.period
import time:       587 |      12067 |                                   pandas.core.indexes.api
import time:       864 |      13979 |                                 pandas.core.indexing
import time:       124 |        124 |                                 pandas.core.sample
import time:       101 |        101 |                                 pandas.core.array_algos.replace
import time:       778 |        778 |                                     pandas.core.internals.blocks
import time:       513 |       1290 |                                   pandas.core.internals.api
import time:       320 |        320 |                                       pandas.core.internals.ops
import time:       618 |        938 |                                     pandas.core.internals.managers
import time:       229 |       1166 |                                   pandas.core.internals.concat
import time:        95 |       2550 |                                 pandas.core.internals
import time:       126 |        126 |                                   pandas.core.methods
import time:        95 |         95 |                                     pandas.core.reshape
import time:       630 |        725 |                                   pandas.core.reshape.concat
import time:        73 |         73 |                                       mmap
import time:      3035 |       3035 |                                       tarfile
import time:      1325 |       4431 |                                     pandas.io.common
import time:       681 |       5112 |                                   pandas.io.formats.format
import time:       521 |       6482 |                                 pandas.core.methods.describe
import time:       125 |        125 |                                 pandas.core.shared_docs
import time:        84 |         84 |                                       pandas._libs.window
import time:      1728 |       1812 |                                     pandas._libs.window.aggregations
import time:      1306 |       1306 |                                       pandas._libs.window.indexers
import time:       248 |       1553 |                                     pandas.core.indexers.objects
import time:       144 |        144 |                                     pandas.core.window.common
import time:       149 |        149 |                                     pandas.core.window.numba_
import time:       108 |        108 |                                     pandas.core.window.online
import time:       632 |        632 |                                     pandas.core.window.rolling
import time:       694 |       5089 |                                   pandas.core.window.ewm
import time:       459 |        459 |                                   pandas.core.window.expanding
import time:       103 |       5651 |                                 pandas.core.window
import time:      1411 |      30419 |                               pandas.core.generic
import time:       280 |        280 |                               pandas.core.internals.construction
import time:       251 |        251 |                               pandas.core.methods.selectn
import time:       116 |        116 |                                 pandas.core.tools.numeric
import time:       155 |        271 |                               pandas.core.reshape.melt
import time:      1289 |       1289 |                                 pandas._libs.reshape
import time:       751 |        751 |                                 pandas.core.indexes.accessors
import time:       120 |        120 |                                   pandas.arrays
import time:       658 |        777 |                                 pandas.core.tools.datetimes
import time:       581 |        581 |                                 pandas.io.formats.info
import time:       595 |        595 |                                   pandas.plotting._core
import time:       223 |        223 |                                   pandas.plotting._misc
import time:       115 |        932 |                                 pandas.plotting
import time:      2643 |       6971 |                               pandas.core.series
import time:      4924 |      43513 |                             pandas.core.frame
import time:       929 |        929 |                             pandas.core.groupby.base
import time:      1746 |       1746 |                               pandas._libs.groupby
import time:       152 |        152 |                               pandas.core.groupby.numba_
import time:       101 |        101 |                                   pandas.core.groupby.categorical
import time:       527 |        627 |                                 pandas.core.groupby.grouper
import time:       481 |       1108 |                               pandas.core.groupby.ops
import time:       220 |        220 |                               pandas.core.groupby.indexing
import time:       931 |       4156 |                             pandas.core.groupby.groupby
import time:      1541 |      52748 |                           pandas.core.groupby.generic
import time:       109 |      52857 |                         pandas.core.groupby
import time:       188 |     120962 |                       pandas.core.api
import time:       110 |        110 |                       pandas.tseries.api
import time:        70 |         70 |                               pandas.core.computation.common
import time:       153 |        223 |                             pandas.core.computation.align
import time:       183 |        183 |                               pandas.core.computation.scope
import time:       308 |        491 |                             pandas.core.computation.ops
import time:       142 |        855 |                           pandas.core.computation.engines
import time:       245 |        245 |                             pandas.core.computation.parsing
import time:      1039 |       1283 |                           pandas.core.computation.expr
import time:       131 |       2269 |                         pandas.core.computation.eval
import time:        73 |       2341 |                       pandas.core.computation.api
import time:       165 |        165 |                         pandas.core.reshape.encoding
import time:       610 |        610 |                         pandas.core.reshape.merge
import time:       205 |        205 |                         pandas.core.reshape.pivot
import time:       161 |        161 |                         pandas.core.reshape.tile
import time:       122 |       1261 |                       pandas.core.reshape.api
import time:       508 |        508 |                         pandas.api.executors
import time:        78 |         78 |                         pandas.api.extensions
import time:        71 |         71 |                         pandas.api.indexers
import time:        62 |         62 |                             pandas.core.interchange
import time:      1148 |       1209 |                           pandas.core.interchange.dataframe_protocol
import time:       137 |        137 |                             pandas.core.interchange.utils
import time:       214 |        351 |                           pandas.core.interchange.from_dataframe
import time:        70 |       1629 |                         pandas.api.interchange
import time:        81 |         81 |                           pandas.core.dtypes.api
import time:        93 |        174 |                         pandas.api.types
import time:       632 |        632 |                           pandas.core.resample
import time:      1025 |       1025 |                                 pandas._libs.json
import time:       192 |        192 |                                 pandas.io.json._normalize
import time:       156 |        156 |                                 pandas.io.json._table_schema
import time:      1318 |       1318 |                                       pandas._libs.parsers
import time:       408 |        408 |                                         pandas.io.parsers.base_parser
import time:       195 |        603 |                                       pandas.io.parsers.arrow_parser_wrapper
import time:       168 |        168 |                                       pandas.io.parsers.c_parser_wrapper
import time:       400 |        400 |                                       pandas.io.parsers.python_parser
import time:       962 |       3449 |                                     pandas.io.parsers.readers
import time:       110 |       3558 |                                   pandas.io.parsers
import time:        17 |       3575 |                                 pandas.io.parsers.readers
import time:      1028 |       5974 |                               pandas.io.json._json
import time:        97 |       6070 |                             pandas.io.json
import time:        17 |       6087 |                           pandas.io.json._json
import time:       517 |        517 |                               pandas.io.sas.sasreader
import time:       106 |        623 |                             pandas.io.sas
import time:        19 |        641 |                           pandas.io.sas.sasreader
import time:      1005 |       1005 |                           pandas.io.stata
import time:       116 |       8479 |                         pandas.api.typing
import time:       146 |      11082 |                       pandas.api
import time:       211 |        211 |                           concurrent.futures.thread
import time:       416 |        416 |                           pandas._testing._io
import time:       121 |        121 |                           pandas._testing._warnings
import time:        58 |         58 |                               cmath
import time:      1219 |       1276 |                             pandas._libs.testing
import time:       300 |       1576 |                           pandas._testing.asserters
import time:        96 |         96 |                           pandas._testing.compat
import time:       100 |        100 |                           pandas._testing.contexts
import time:       708 |       3226 |                         pandas._testing
import time:        88 |       3313 |                       pandas.testing
import time:       130 |        130 |                       pandas.util._print_versions
import time:        92 |         92 |                         pandas.io.clipboards
import time:       123 |        123 |                             pandas.io.excel._util
import time:       180 |        180 |                             pandas.io.excel._calamine
import time:       216 |        216 |                             pandas.io.excel._odfreader
import time:       293 |        293 |                             pandas.io.excel._openpyxl
import time:       128 |        128 |                             pandas.io.excel._pyxlsb
import time:       145 |        145 |                             pandas.io.excel._xlrd
import time:       776 |       1858 |                           pandas.io.excel._base
import time:       178 |        178 |                           pandas.io.excel._odswriter
import time:       174 |        174 |                           pandas.io.excel._xlsxwriter
import time:        91 |       2301 |                         pandas.io.excel
import time:        98 |         98 |                         pandas.io.feather_format
import time:       394 |        394 |                         pandas.io.html
import time:       308 |        308 |                         pandas.io.iceberg
import time:       113 |        113 |                         pandas.io.orc
import time:       197 |        197 |                         pandas.io.parquet
import time:       130 |        130 |                           pandas.compat.pickle_compat
import time:        90 |        220 |                         pandas.io.pickle
import time:       407 |        407 |                           pandas.core.computation.pytables
import time:      1393 |       1799 |                         pandas.io.pytables
import time:       101 |        101 |                         pandas.io.spss
import time:       815 |        815 |                         pandas.io.sql
import time:       229 |        229 |                         pandas.io.xml
import time:       134 |       6796 |                       pandas.io.api
import time:        89 |         89 |                       pandas.util._tester
import time:        56 |         56 |                       pandas._version_meson
import time:       258 |     234249 |                     pandas
import time:        72 |         72 |                       xarray.core
import time:        80 |         80 |                           xarray.compat
import time:       439 |        519 |                         xarray.compat.npcompat
import time:        65 |         65 |                               xarray.namedarray
import time:      1670 |       1670 |                               xarray.namedarray._typing
import time:       514 |       2248 |                             xarray.namedarray.utils
import time:        76 |       2324 |                           xarray.compat.dask_array_compat
import time:       903 |        903 |                                   xarray.core.utils
import time:       140 |       1042 |                                 xarray.namedarray.pycompat
import time:       109 |       1151 |                               xarray.compat.array_api_compat
import time:       123 |        123 |                                 cftime
import time:      1505 |       1627 |                               xarray.core.types
import time:       203 |       2980 |                             xarray.core.dtypes
import time:       223 |        223 |                               xarray.core.options
import time:        93 |         93 |                               bottleneck
import time:      2827 |       3141 |                             xarray.core.nputils
import time:       151 |       6271 |                           xarray.compat.dask_array_ops
import time:       709 |        709 |                           xarray.core.extension_array
import time:       320 |        320 |                           xarray.namedarray.parallelcompat
import time:       409 |      10031 |                         xarray.core.duck_array_ops
import time:       124 |        124 |                         xarray.core.coordinate_transform
import time:      2014 |      12687 |                       xarray.core.indexing
import time:        90 |         90 |                         xarray.computation
import time:        82 |         82 |                           bottleneck
import time:       671 |        753 |                         xarray.computation.ops
import time:       535 |        535 |                           xarray.core._typed_ops
import time:      2945 |       2945 |                               xarray.core.datatree_render
import time:       425 |        425 |                               xarray.core.treenode
import time:       404 |       3772 |                             xarray.core.formatting
import time:       763 |        763 |                             xarray.core.formatting_html
import time:       135 |        135 |                               xarray.namedarray._aggregations
import time:       431 |        566 |                             xarray.namedarray.core
import time:       101 |        101 |                             cftime
import time:       551 |       5750 |                           xarray.core.common
import time:       210 |       6494 |                         xarray.computation.arithmetic
import time:        98 |         98 |                           xarray.util
import time:       645 |        742 |                         xarray.util.deprecation_helpers
import time:       844 |       8922 |                       xarray.core.variable
import time:       185 |      21864 |                     xarray.coding.common
import time:       225 |        225 |                     xarray.compat.pdcompat
import time:        82 |         82 |                     cftime
import time:       759 |     257242 |                   xarray.coding.times
import time:       372 |     257614 |                 xarray.coders
import time:       291 |        291 |                     xarray.coding.cftimeindex
import time:       795 |       1086 |                   xarray.coding.cftime_offsets
import time:        83 |         83 |                   xarray.compat.toolzcompat
import time:       657 |        657 |                     xarray.core.indexes
import time:        96 |         96 |                       xarray.structure
import time:       784 |        880 |                     xarray.structure.alignment
import time:       666 |        666 |                     xarray.structure.merge
import time:       342 |       2543 |                   xarray.computation.apply_ufunc
import time:       510 |        510 |                   xarray.core.coordinates
import time:        83 |         83 |                       cftime
import time:       139 |        221 |                     xarray.coding.calendar_ops
import time:       196 |        196 |                     xarray.computation.computation
import time:       562 |        562 |                     xarray.core._aggregations
import time:       513 |        513 |                     xarray.core.accessor_dt
import time:       403 |        403 |                     xarray.core.accessor_str
import time:       146 |        146 |                       xarray.core.dataset_utils
import time:       126 |        126 |                       xarray.core.dataset_variables
import time:       112 |        112 |                       xarray.core.eval
import time:        64 |         64 |                                 cftime
import time:       499 |        563 |                               xarray.plot.utils
import time:       548 |       1111 |                             xarray.plot.facetgrid
import time:       236 |        236 |                             xarray.structure.concat
import time:       768 |       2114 |                           xarray.plot.dataarray_plot
import time:       231 |        231 |                           xarray.plot.dataset_plot
import time:        92 |       2435 |                         xarray.plot
import time:       271 |       2706 |                       xarray.plot.accessor
import time:       144 |        144 |                       xarray.structure.chunks
import time:      1423 |       4655 |                     xarray.core.dataset
import time:      1154 |       7701 |                   xarray.core.dataarray
import time:      1508 |       1508 |                   xarray.core.groupby
import time:       182 |        182 |                   xarray.core.resample_cftime
import time:      2526 |      16134 |                 xarray.groupers
import time:       669 |        669 |                   xarray.indexes.nd_point_index
import time:       219 |        219 |                   xarray.indexes.range_index
import time:       135 |       1022 |                 xarray.indexes
import time:       128 |        128 |                       xarray.core.datatree_mapping
import time:      1282 |       1409 |                     xarray.core.datatree
import time:       494 |       1903 |                   xarray.testing.assertions
import time:       101 |       2004 |                 xarray.testing
import time:       308 |        308 |                           xarray.coding.variables
import time:       192 |        500 |                         xarray.coding.strings
import time:       204 |        204 |                         xarray.conventions
import time:      1340 |       2043 |                       xarray.backends.common
import time:       264 |        264 |                         xarray.backends.locks
import time:       140 |        140 |                         xarray.backends.lru_cache
import time:       376 |        780 |                       xarray.backends.file_manager
import time:       118 |        118 |                         xarray.backends.netcdf3
import time:       102 |        102 |                           xarray.backends.store
import time:       832 |        934 |                         xarray.backends.netCDF4_
import time:       306 |       1357 |                       xarray.backends.h5netcdf_
import time:       126 |        126 |                       xarray.backends.memory
import time:       131 |        131 |                       xarray.backends.plugins
import time:       196 |        196 |                       xarray.backends.pydap_
import time:       250 |        250 |                       xarray.backends.scipy_
import time:       101 |        101 |                         xarray.backends.chunks
import time:       699 |        799 |                       xarray.backends.zarr
import time:       128 |       5805 |                     xarray.backends
import time:       219 |        219 |                     xarray.namedarray.daskmanager
import time:       213 |        213 |                     xarray.structure.combine
import time:       284 |       6520 |                   xarray.backends.api
import time:       160 |       6680 |                 xarray.tutorial
import time:      5381 |       5381 |                 xarray.ufuncs
import time:       336 |        336 |                 xarray.backends.writers
import time:       168 |        168 |                 xarray.coding.frequencies
import time:       118 |        118 |                 xarray.core.extensions
import time:       295 |        295 |                 xarray.core.parallel
import time:       147 |        147 |                 xarray.util.print_versions
import time:      2617 |     292509 |               xarray
import time:       116 |        116 |                                   expression.system.error
import time:       467 |        582 |                                 expression.system.disposable
import time:       436 |       1018 |                               expression.system.cancellation
import time:        82 |       1099 |                             expression.system
import time:       473 |       1572 |                           expression.core.aiotools
import time:      1408 |       1408 |                             typing_extensions
import time:       288 |        288 |                             expression.core.curry
import time:        95 |         95 |                             expression.core.error
import time:       184 |        184 |                               expression.core.compose
import time:       101 |        101 |                               expression.core.misc
import time:       237 |        521 |                             expression.core.pipe
import time:       125 |        125 |                             expression.core.tagged_union
import time:       615 |       3049 |                           expression.core.option
import time:       440 |        440 |                           expression.core.result
import time:       207 |        207 |                           expression.core.builder
import time:       159 |        159 |                           expression.core.fn
import time:       175 |        175 |                           expression.core.mailbox
import time:       110 |        110 |                           expression.core.try_
import time:       218 |        218 |                           expression.core.typing
import time:       183 |       6108 |                         expression.core
import time:       376 |        376 |                         expression.collections.seq
import time:       907 |       7389 |                       expression.collections.array
import time:       164 |        164 |                       expression.collections.asyncseq
import time:       546 |        546 |                       expression.collections.block
import time:      1219 |       1219 |                         expression.collections.maptree
import time:       326 |       1545 |                       expression.collections.map
import time:       619 |      10261 |                     expression.collections
import time:       556 |        556 |                       expression.effect.option
import time:       215 |        215 |                       expression.effect.result
import time:       130 |        130 |                       expression.effect.seq
import time:       127 |       1027 |                     expression.effect
import time:        62 |         62 |                     expression._version
import time:       173 |      11522 |                   expression
import time:        13 |      11534 |                 expression.collections
import time:       176 |      11710 |               utils4plans.lists
import time:        97 |         97 |               plan2eplus.ops.schedules.interfaces.constants
import time:        61 |         61 |                 plan2eplus.ops.schedules.interfaces.utils
import time:       667 |        727 |               plan2eplus.ops.schedules.interfaces.day
import time:      1117 |     306563 |             plan2eplus.ops.schedules.interfaces.year
import time:       219 |        219 |             plan2eplus.ops.schedules.user_interface
import time:        95 |         95 |                             eppy.EPlusInterfaceFunctions
import time:       444 |        538 |                           eppy.EPlusInterfaceFunctions.iddgroups
import time:        66 |         66 |                             eppy.constructions
import time:       409 |        409 |                             eppy.constructions.thermal_properties
import time:        67 |         67 |                             eppy.geometry
import time:       386 |        386 |                             eppy.geometry.surface
import time:        85 |         85 |                             eppy.fanpower
import time:       141 |       1152 |                           eppy.function_helpers
import time:      5553 |       5553 |                             eppy.iddv940
import time:        82 |       5635 |                           eppy.iddcurrent
import time:       108 |        108 |                                   annotationlib
import time:       708 |        815 |                                 decorator
import time:        99 |         99 |                                 eppy.EPlusInterfaceFunctions.mylib1
import time:       142 |        142 |                                 eppy.EPlusInterfaceFunctions.mylib2
import time:       482 |        482 |                                         yaml.error
import time:       215 |        215 |                                         yaml.tokens
import time:       186 |        186 |                                         yaml.events
import time:       108 |        108 |                                         yaml.nodes
import time:      3647 |       3647 |                                           yaml.reader
import time:       343 |        343 |                                           yaml.scanner
import time:      2806 |       2806 |                                           yaml.parser
import time:       151 |        151 |                                           yaml.composer
import time:       721 |        721 |                                           yaml.constructor
import time:      1033 |       1033 |                                           yaml.resolver
import time:       209 |       8906 |                                         yaml.loader
import time:       325 |        325 |                                           yaml.emitter
import time:       125 |        125 |                                           yaml.serializer
import time:       222 |        222 |                                           yaml.representer
import time:       181 |        851 |                                         yaml.dumper
import time:      1353 |       1353 |                                           yaml._yaml
import time:       240 |       1592 |                                         yaml.cyaml
import time:       294 |      12631 |                                       yaml
import time:      2594 |      15224 |                                     munch
import time:       143 |        143 |                                     eppy.bunchhelpers
import time:        99 |         99 |                                       eppy.iddgaps
import time:       121 |        219 |                                     eppy.ext_field_functions
import time:       308 |      15893 |                                   eppy.bunch_subclass
import time:        79 |      15971 |                                 eppy.EPlusInterfaceFunctions.iddindex
import time:       280 |      17305 |                               eppy.EPlusInterfaceFunctions.parse_idd
import time:       170 |        170 |                               eppy.EPlusInterfaceFunctions.eplusdata
import time:       108 |      17582 |                             eppy.EPlusInterfaceFunctions.readidf
import time:       101 |        101 |                             eppy.EPlusInterfaceFunctions.structures
import time:       119 |        119 |                             eppy.idf_msequence
import time:       290 |      18090 |                           eppy.idfreader
import time:        84 |         84 |                             eppy.runner
import time:       510 |        593 |                           eppy.runner.run_functions
import time:      1091 |      27097 |                         eppy.modeleditor
import time:      4510 |      31606 |                       eppy
import time:        14 |      31620 |                     eppy.bunch_subclass
import time:       110 |        110 |                       geomeppyupdated.geom
import time:      5784 |       5784 |                           shapely.lib
import time:       189 |        189 |                           shapely.errors
import time:       967 |        967 |                               shapely._geos
import time:      1666 |       2632 |                             shapely._geometry_helpers
import time:       198 |        198 |                             shapely._enum
import time:       163 |        163 |                             shapely.decorators
import time:       478 |       3469 |                           shapely._geometry
import time:       118 |        118 |                                 shapely.coordinates
import time:       178 |        178 |                                 shapely.predicates
import time:       153 |        448 |                               shapely._ragged_array
import time:       281 |        728 |                             shapely.io
import time:       304 |       1031 |                           shapely.creation
import time:        79 |         79 |                               shapely.algorithms
import time:        98 |         98 |                               shapely.affinity
import time:       470 |        646 |                             shapely.algorithms._oriented_envelope
import time:        75 |         75 |                             shapely.algorithms.cga
import time:       461 |       1180 |                           shapely.constructive
import time:       267 |        267 |                           shapely.measurement
import time:       196 |        196 |                           shapely.set_operations
import time:       114 |        114 |                           shapely.linear
import time:        94 |         94 |                                   shapely.coords
import time:       765 |        859 |                                 shapely.geometry.base
import time:        95 |         95 |                                 shapely.geometry.collection
import time:       135 |        135 |                                     shapely.geometry.point
import time:       116 |        250 |                                   shapely.geometry.linestring
import time:       102 |        102 |                                   shapely.geometry.multilinestring
import time:        99 |         99 |                                   shapely.geometry.multipoint
import time:       210 |        210 |                                     shapely.geometry.polygon
import time:       103 |        313 |                                   shapely.geometry.multipolygon
import time:        96 |        858 |                                 shapely.geometry.geo
import time:        90 |       1900 |                               shapely.geometry
import time:        13 |       1912 |                             shapely.geometry.base
import time:       282 |       2193 |                           shapely.strtree
import time:       121 |        121 |                           shapely._coverage
import time:        63 |         63 |                           shapely._version
import time:       258 |      14860 |                         shapely
import time:        72 |         72 |                           shapely.algorithms.polylabel
import time:        83 |         83 |                           shapely.prepared
import time:       206 |        359 |                         shapely.ops
import time:        72 |         72 |                           shapely.wkt
import time:        44 |         44 |                                 pyclipper.sys
import time:        24 |         24 |                                 pyclipper.struct
import time:        18 |         18 |                                 pyclipper.copy
import time:        17 |         17 |                                 pyclipper.unicodedata
import time:        16 |         16 |                                 pyclipper.time
import time:        17 |         17 |                                 pyclipper.warnings
import time:        16 |         16 |                                 pyclipper.numbers
